iter	RMSE
191	0.4561676454
192	0.4557247397
193	0.4554096206
194	0.4550581084
195	0.4546863954
196	0.4543678763
197	0.4539908456
198	0.453656468
199	0.4533993881
200	0.4530222328
201	0.4524782965
202	0.4521554154
203	0.4518260779
204	0.4515247219
205	0.451124157
206	0.4508751321
207	0.4506351089
208	0.4504034611
209	0.4500517494
210	0.4496767475
211	0.4491877236
212	0.4488273086
213	0.4484895987
214	0.4482155605
215	0.4480043713
216	0.4475049637
217	0.4472883193
218	0.4469286482
219	0.4465829474
220	0.4463536156
221	0.4460571406
222	0.4452511428
223	0.4450270276
224	0.444605291
225	0.4442106532
226	0.4439160197
227	0.4437050955
228	0.4433407721
229	0.4430169367
230	0.4426264372
231	0.4421883596
232	0.4418535061
233	0.441005441
234	0.4405461433
235	0.440146589
236	0.4398412477
237	0.4395358598
238	0.4393138343
239	0.4389945519
240	0.4387380321
241	0.4384655934
242	0.4381669355
243	0.4376847345
244	0.4369558162
245	0.4366194266
246	0.4362121467
247	0.4357873901
248	0.4355825707
249	0.4352788137
250	0.4349263243
251	0.4345078711
252	0.4341442485
253	0.4339184469
254	0.4336148369
255	0.4332806938
256	0.4330063951
257	0.4327633696
258	0.4325075885
259	0.4322947826
260	0.4317531659
261	0.4314947474
262	0.4312408629
263	0.4309909307
264	0.4306542462
265	0.4303198832
266	0.4298839178
267	0.4297314691
268	0.4294527855
269	0.4291586015
270	0.4288963325
271	0.4283411345
272	0.4281742919
273	0.4279629781
274	0.4275473278
275	0.427310539
276	0.4270328092
277	0.4267196173
278	0.4264464194
279	0.4261840591
280	0.425959247
281	0.4255601691
282	0.4252828515
283	0.4250512995
284	0.4245805741
285	0.4243403538
286	0.4239459879
287	0.4237378368
288	0.4234086522
289	0.4231439164
290	0.4229026605
291	0.4226554363
292	0.4223751072
293	0.4220843436
294	0.4218253908
295	0.4215296032
296	0.4212937174
297	0.4209432681
298	0.4206922249
299	0.4204401717
300	0.4201357405
301	0.4199114648
302	0.4197183273
303	0.4194421142
304	0.4191593731
305	0.4189767132
306	0.4187990287
307	0.4185030461
308	0.4182414908
309	0.417915201
310	0.4177608592
311	0.4175459283
312	0.4173458246
313	0.4170390424
314	0.4167803238
315	0.4164162858
316	0.4162024805
317	0.4159646459
318	0.415634978
319	0.4154528662
320	0.4151204881
321	0.4148491659
322	0.4145304819
323	0.4142683712
324	0.4138873902
325	0.4136655881
326	0.413508651
327	0.4132185148
328	0.4129839102
329	0.4127060282
330	0.412514004
331	0.4123512548
332	0.4121434371
333	0.411912848
334	0.4116518242
335	0.4114274853
336	0.41109204
337	0.4108939007
338	0.4105857725
339	0.4103620297
340	0.4101606006
341	0.4098527144
342	0.4097356424
343	0.409513095
344	0.4092204813
345	0.4089919339
346	0.4087775673
347	0.4086542146
348	0.4082085261
349	0.4080655463
350	0.4078775019
351	0.407687481
352	0.4074848403
353	0.4073518397
354	0.4071142726
355	0.4069700473
356	0.4067594177
357	0.4065450056
358	0.4062712807
359	0.4060498397
360	0.4057744121
361	0.4055477458
362	0.4053493101
363	0.4051334404
364	0.4049506589
365	0.4045991953
366	0.4043805067
367	0.4040704532
368	0.4038567788
369	0.4037260733
370	0.4035450502
371	0.4033654792
372	0.4031790344
373	0.4030039203
374	0.4027184823
375	0.4023858192
376	0.4021083432
377	0.4018555485
378	0.401670686
379	0.4015044702
380	0.4013734881
381	0.4011377207
382	0.4008619815
383	0.4006934407
384	0.4004805745
385	0.4002311015
386	0.4000228704
387	0.399820461
388	0.3996219985
389	0.3994580339
390	0.3991722023
391	0.3989883564
392	0.3988062283
393	0.3985240417
394	0.3982505424
395	0.3980936827
396	0.3978713562
397	0.3975400569
398	0.3972343919
399	0.3970521101
400	0.3968078996
401	0.396648953
402	0.3964980115
403	0.396321428
404	0.3961813726
405	0.3960467629
406	0.395926882
407	0.3957092566
408	0.3954645379
409	0.3952964121
410	0.3951640051
411	0.3950029487
412	0.3947493997
413	0.394621399
414	0.3944257643
415	0.3942919589
416	0.3941019111
417	0.3939418056
418	0.3936574208
419	0.3935085064
420	0.3933587185
421	0.393268852
422	0.3930881579
423	0.392897087
424	0.3927296702
425	0.39263438
426	0.3923609417
427	0.3921756083
428	0.3918947667
429	0.3915148929
430	0.3912565136
431	0.391112585
432	0.3909315171
433	0.3907916294
434	0.3905403426
435	0.3903680812
436	0.3902071728
437	0.3900479959
438	0.3898546893
439	0.3896466577
440	0.3894147688
441	0.3892748058
442	0.3891678881
443	0.388955546
444	0.3888403474
445	0.3885739873
446	0.3883129829
447	0.3881698039
448	0.3880528944
449	0.3878602819
450	0.3877372469
451	0.3876408308
452	0.3874396341
453	0.3873047651
454	0.387101044
455	0.3869968755
456	0.3867646184
457	0.3865836894
458	0.3864753921
459	0.3862916348
460	0.3861038697
461	0.385833727
462	0.3854743213
463	0.3852558851
464	0.3849441118
465	0.3848226261
466	0.3846386557
467	0.3844861682
468	0.3842412569
469	0.3841183949
470	0.3839687202
471	0.3837208967
472	0.3835547635
473	0.3832745632
474	0.3830260091
475	0.3829144401
476	0.3828705139
477	0.3827229047
478	0.3824924981
479	0.3823912927
480	0.382282877
481	0.382098249
482	0.3819487059
483	0.3817431115
484	0.3815651727
485	0.3814589293
486	0.3812888788
487	0.3810677215
488	0.3809042844
489	0.3807442807
490	0.380564957
491	0.3803391713
492	0.3802336913
493	0.3800385046
494	0.379854337
495	0.3796567809
496	0.379458244
497	0.3792508718
498	0.3790839266
499	0.378946189
500	0.3787854968
501	0.3786287329
502	0.3784854569
503	0.3783485481
504	0.3782135323
505	0.3779951823
506	0.3778346918
507	0.3776788851
508	0.3774259265
509	0.37718458
510	0.3770236316
511	0.3768166684
512	0.3766486785
513	0.3765401284
514	0.3764040066
515	0.3762714454
516	0.3760408194
517	0.3758310104
518	0.3757018825
519	0.375578169
520	0.3753415539
521	0.3751749682
522	0.3750825224
523	0.3749383799
524	0.3747605761
525	0.3745561132
526	0.3744020248
527	0.3742849493
528	0.3741909639
529	0.3739442117
530	0.3737459991
531	0.3735626178
532	0.3734118649
533	0.3732475934
534	0.3730779869
535	0.3728797795
536	0.3727493021
537	0.3726100879
538	0.3724357258
539	0.3722743774
540	0.3720588422
541	0.371896482
542	0.3717458772
543	0.3715046472
544	0.3713821559
545	0.3712268184
546	0.3710048442
547	0.3708594064
548	0.3706449246
549	0.3705314942
550	0.3704155975
551	0.3701796443
552	0.3700125732
553	0.3698788414
554	0.3697692485
555	0.3696444969
556	0.3695261536
557	0.3694219916
558	0.3692883672
559	0.3691141729
560	0.3689949959
561	0.3688313605
562	0.3686923982
563	0.3685447712
564	0.3684160847
565	0.3683414343
566	0.3681646596
567	0.3680634926
568	0.3678577832
569	0.3677522944
570	0.3675770626
571	0.3673559734
572	0.3671602628
573	0.3670054942
574	0.3668451874
575	0.3666352946
576	0.36646821
577	0.3663589426
578	0.3661067926
579	0.365923732
580	0.3657819702
581	0.3656312582
582	0.3654647085
583	0.3652087648
584	0.3649798298
585	0.3648297804
586	0.3646869987
587	0.3645566556
588	0.364450419
589	0.3642597926
590	0.3641166821
591	0.3639245334
592	0.3635311063
593	0.3634220794
594	0.3633934274
595	0.3632930669
596	0.3631163738
597	0.363046942
598	0.362927878
599	0.3627791563
600	0.362590961
601	0.3624397866
602	0.3623478699
603	0.3621641809
604	0.3620588614
605	0.3619230322
606	0.3617523694
607	0.3616175059
608	0.3615109863
609	0.3613597742
610	0.361042133
611	0.3609314638
612	0.360838569
613	0.3606106592
614	0.3604945186
615	0.3603707347
616	0.360246826
617	0.360158875
618	0.3599841833
619	0.3598530337
620	0.3597085083
621	0.3596041176
622	0.3594441154
623	0.3593045801
624	0.3591807318
625	0.3589506532
626	0.3588540243
627	0.3587579896
628	0.3586629612
629	0.358546614
630	0.35837239
631	0.3582539805
632	0.358146414
633	0.3580182178
634	0.3579260802
635	0.3577998798
636	0.3576685115
637	0.3575367785
638	0.3574316406
639	0.3572690329
640	0.3571505948
641	0.3570790502
642	0.356939081
643	0.3568135626
644	0.3567066025
645	0.356532881
646	0.3564344461
647	0.3562770166
648	0.3561729287
649	0.3560296105
650	0.3559243284
651	0.3557379117
652	0.355616654
653	0.3554919939
654	0.3553660562
655	0.3551809377
656	0.3551054771
657	0.3549847421
658	0.3548503967
659	0.3546856204
660	0.3546099806
661	0.3545364448
662	0.3544095075
663	0.3541791269
664	0.3540810691
665	0.3539565553
666	0.3538393539
667	0.3537163882
668	0.3535653486
669	0.3534471355
670	0.3532881877
671	0.3532118973
672	0.3530943672
673	0.3529660574
674	0.3526790289
675	0.3525219898
676	0.3523285011
677	0.3521505373
678	0.3520698461
679	0.3518657464
680	0.3517487863
681	0.3516630047
682	0.351551457
683	0.3514031007
684	0.3513030581
685	0.3511518512
686	0.3510544949
687	0.3509253719
688	0.350785829
689	0.3507132945
690	0.3506070576
691	0.3504960588
692	0.35022318
693	0.3500915059
694	0.34993101
695	0.3497704858
696	0.3496449789
697	0.3494991548
698	0.3494517365
699	0.349316911
700	0.3491717507
701	0.3489802745
702	0.3488127535
703	0.3487019087
704	0.3485941063
705	0.3485139464
706	0.3483719083
707	0.3482420696
708	0.348156689
709	0.348021679
710	0.3478791972
711	0.3477214509
712	0.3476040074
713	0.3475413589
714	0.3474029885
715	0.347308246
716	0.3472145892
717	0.3470318863
718	0.3468994517
719	0.3467567403
720	0.3466443861
721	0.3465715717
722	0.3464771289
723	0.3463044214
724	0.3461476295
725	0.3460372997
726	0.3459405272
727	0.3457927091
728	0.3456307995
729	0.3455702837
730	0.3454357543
731	0.3453136675
732	0.3451925995
733	0.3450804425
734	0.3449552227
735	0.344850701
736	0.3447068198
737	0.3446591535
738	0.3445274086
739	0.3444294191
740	0.3443466526
741	0.3442823728
742	0.3442141593
743	0.3440520876
744	0.3439200019
745	0.3438299254
746	0.3437621593
747	0.3436062438
748	0.3434341989
749	0.3433255467
750	0.3431956778
751	0.3430731466
752	0.3429993372
753	0.3428479473
754	0.3427508623
755	0.3425462655
756	0.3423952884
757	0.3422878034
758	0.3421467468
759	0.342063481
760	0.3419404777
761	0.3419039899
762	0.341797711
763	0.3416779785
764	0.3415635693
765	0.3414543577
766	0.3413849678
767	0.341243122
768	0.3411845721
769	0.3410742763
770	0.340973886
771	0.3408227532
772	0.3406641221
773	0.3404589611
774	0.340302563
775	0.3400721292
776	0.3399809957
777	0.3398808844
778	0.3397800074
779	0.3396944592
780	0.339607352
781	0.3394776481
782	0.3393614939
783	0.3392664223
784	0.3391508871
785	0.3390524131
786	0.3389461905
787	0.3388113741
788	0.3387160786
789	0.3384873432
790	0.3384006373
791	0.3383221295
792	0.3381725826
793	0.3380289717
794	0.3378940116
795	0.3377566221
796	0.3376434404
797	0.3375244489
798	0.3374053018
799	0.3372849495
800	0.3371897393
801	0.3370451953
802	0.3369255517
803	0.3368480232
804	0.3365935197
805	0.3364644624
806	0.3363869449
807	0.3362515951
808	0.3361408873
809	0.3360653785
810	0.3359713356
811	0.3359031472
812	0.3358004191
813	0.3357388792
814	0.3355830221
815	0.3354529958
816	0.3353283065
817	0.3352372989
818	0.3351365716
819	0.3350600065
820	0.3349370052
821	0.3348631844
822	0.3347339992
823	0.3346078492
824	0.334530868
825	0.3344128418
826	0.3342917435
827	0.3342064335
828	0.3341092434
829	0.3340285632
830	0.3339236157
831	0.3338173917
832	0.3337192349
833	0.3335966256
834	0.3334860915
835	0.3333516072
836	0.3332522231
837	0.3331616081
838	0.3330672619
839	0.3329498554
840	0.3328870055
841	0.3328059859
842	0.332669803
843	0.332557668
844	0.3324419092
845	0.3323485361
846	0.3322963774
847	0.332207749
848	0.3320236194
849	0.3319135273
850	0.3318455278
851	0.3316874038
852	0.3315834358
853	0.3314368729
854	0.331329206
855	0.3312127699
856	0.3311166471
857	0.330991814
858	0.3308991029
859	0.3307582045
860	0.330617832
861	0.3305233771
862	0.3304160994
863	0.3302896885
864	0.3302148476
865	0.3301197183
866	0.3300215215
867	0.3298457476
868	0.3297619642
869	0.3296367005
870	0.3295638789
871	0.3294863762
872	0.3293625156
873	0.3292512431
874	0.3291303885
875	0.3290645246
876	0.3289008404
877	0.3288101616
878	0.3286828539
879	0.3285430341
880	0.3284254667
881	0.3283300027
882	0.3282569816
883	0.3281627509
884	0.3279726095
885	0.3278934628
886	0.327773769
887	0.3277036943
888	0.3275988012
889	0.3274767577
890	0.3274180832
891	0.327339912
892	0.3272586785
893	0.3271920337
894	0.3271034037
895	0.3269867579
896	0.326773419
897	0.3266689212
898	0.3266173549
899	0.3264932714
900	0.326399683
901	0.3262467829
902	0.3261674061
903	0.3259856095
904	0.3258132538
905	0.3257437042
906	0.3257008196
907	0.3256201571
908	0.3254978228
909	0.3254122653
910	0.3253037779
911	0.3251833797
912	0.3250688213
913	0.3249334538
914	0.3248535258
915	0.3247547569
916	0.3246106275
917	0.3245473923
918	0.3244902912
919	0.3243582548
920	0.3242519552
921	0.3241396679
922	0.3240607256
923	0.3239637379
924	0.3238229183
925	0.3236838507
926	0.3235432455
927	0.3234310131
928	0.3232644973
929	0.3231739714
930	0.3230726939
931	0.323006949
932	0.3228842925
933	0.3227991325
934	0.3227186981
935	0.3226299355
936	0.3224790556
937	0.3224069027
938	0.3223305786
939	0.3222067786
940	0.3220662841
941	0.3219000885
942	0.3217944623
943	0.3216125323
944	0.3215247911
945	0.3214480547
946	0.32136876
947	0.3213113264
948	0.3212266157
949	0.3211002961
950	0.3210216277
951	0.3208881756
952	0.3208285799
953	0.3207719819
954	0.3206569823
955	0.320598361
956	0.320488789
957	0.3204324225
958	0.3203721947
959	0.3202719594
960	0.3201659815
961	0.3200562771
962	0.3199687728
963	0.3198957444
964	0.3197960923
965	0.319672591
966	0.3195898877
967	0.3194766855
968	0.319383361
969	0.3192840409
970	0.3191811835
971	0.3191356822
972	0.3190351324
973	0.3189649105
974	0.3187894872
975	0.3186503566
976	0.3185807877
977	0.3184970584
978	0.3184296995
979	0.3183257058
980	0.3181727369
981	0.3180584223
982	0.3179530772
983	0.3178951131
984	0.317775941
985	0.3177085237
986	0.317638374
987	0.3176026038
988	0.3174988798
989	0.3173728875
990	0.3172985532
991	0.3172082294
992	0.3170909546
993	0.3170283808
994	0.3168981549
995	0.3168029048
996	0.3167402492
997	0.3166051457
998	0.3165188236
999	0.316490177
