iter	Passed	Remaining
416	2534	3542
417	2537	3533
418	2541	3523
419	2545	3515
420	2548	3505
421	2553	3497
422	2556	3487
423	2560	3478
424	2564	3469
425	2568	3460
426	2571	3450
427	2574	3441
428	2579	3432
429	2582	3423
430	2586	3414
431	2590	3405
432	2594	3396
433	2597	3387
434	2601	3378
435	2604	3369
436	2609	3361
437	2612	3352
438	2616	3344
439	2620	3335
440	2624	3326
441	2629	3319
442	2633	3311
443	2637	3302
444	2642	3295
445	2645	3285
446	2649	3277
447	2652	3268
448	2657	3260
449	2660	3251
450	2664	3243
451	2667	3234
452	2670	3225
453	2674	3216
454	2678	3207
455	2686	3204
456	2690	3196
457	2693	3187
458	2697	3179
459	2701	3171
460	2705	3162
461	2708	3154
462	2712	3146
463	2716	3137
464	2719	3129
465	2725	3123
466	2730	3116
467	2734	3107
468	2738	3100
469	2741	3091
470	2746	3084
471	2749	3076
472	2753	3067
473	2757	3059
474	2760	3051
475	2764	3043
476	2768	3035
477	2771	3026
478	2775	3018
479	2778	3010
480	2782	3002
481	2787	2996
482	2792	2989
483	2796	2981
484	2799	2972
485	2803	2965
486	2807	2956
487	2811	2949
488	2814	2941
489	2819	2934
490	2824	2927
491	2827	2919
492	2831	2911
493	2835	2904
494	2838	2896
495	2843	2889
496	2846	2880
497	2850	2873
498	2854	2865
499	2858	2858
500	2862	2850
501	2866	2843
502	2869	2835
503	2873	2827
504	2876	2819
505	2881	2812
506	2884	2804
507	2888	2797
508	2892	2789
509	2895	2782
510	2899	2774
511	2903	2767
512	2906	2759
513	2910	2751
514	2914	2745
515	2920	2738
516	2923	2731
517	2926	2723
518	2931	2716
519	2935	2709
520	2939	2702
521	2942	2694
522	2946	2687
523	2950	2680
524	2954	2673
525	2958	2665
526	2962	2659
527	2966	2651
528	2970	2644
529	2973	2637
530	2978	2630
531	2981	2623
532	2985	2615
533	2989	2608
534	2992	2601
535	2996	2594
536	3000	2586
537	3004	2579
538	3010	2574
539	3016	2569
540	3019	2561
541	3023	2554
542	3027	2547
543	3030	2540
544	3034	2533
545	3038	2526
546	3042	2519
547	3045	2512
548	3049	2505
549	3053	2498
550	3057	2491
551	3060	2484
552	3064	2477
553	3068	2470
554	3071	2462
555	3075	2456
556	3079	2449
557	3083	2442
558	3087	2435
559	3091	2429
560	3096	2422
561	3099	2415
562	3103	2408
563	3108	2403
564	3113	2396
565	3116	2389
566	3120	2382
567	3124	2376
568	3128	2369
569	3133	2363
570	3139	2358
571	3146	2354
572	3149	2347
573	3154	2341
574	3157	2334
575	3162	2327
576	3165	2320
577	3170	2314
578	3174	2307
579	3178	2301
580	3181	2294
581	3186	2288
582	3189	2281
583	3193	2274
584	3199	2269
585	3206	2265
586	3217	2264
587	3225	2260
588	3236	2258
589	3246	2256
590	3251	2250
591	3264	2249
592	3270	2244
593	3283	2244
594	3289	2238
595	3299	2236
596	3305	2231
597	3316	2229
598	3322	2224
599	3342	2228
600	3351	2225
601	3362	2222
602	3383	2227
603	3395	2226
604	3400	2219
605	3407	2215
606	3415	2211
607	3421	2205
608	3435	2205
609	3448	2204
610	3460	2203
611	3471	2201
612	3478	2196
613	3486	2191
614	3498	2189
615	3504	2184
616	3510	2179
617	3516	2173
618	3522	2167
619	3528	2162
620	3535	2157
621	3543	2153
622	3560	2154
623	3569	2150
624	3579	2147
625	3595	2148
626	3602	2143
627	3609	2137
628	3612	2130
629	3620	2126
630	3627	2121
631	3642	2121
632	3647	2114
633	3652	2108
634	3657	2102
635	3662	2096
636	3666	2089
637	3669	2082
638	3673	2075
639	3677	2068
640	3680	2061
641	3684	2054
642	3690	2048
643	3697	2043
644	3701	2037
645	3705	2030
646	3709	2023
647	3713	2017
648	3716	2010
649	3721	2003
650	3724	1996
651	3728	1989
652	3733	1983
653	3737	1977
654	3741	1970
655	3745	1963
656	3748	1957
657	3752	1950
658	3756	1943
659	3760	1937
660	3763	1930
661	3768	1923
662	3771	1917
663	3775	1910
664	3779	1903
665	3783	1897
666	3788	1891
667	3792	1884
668	3796	1878
669	3800	1872
670	3808	1867
671	3812	1860
672	3817	1854
673	3821	1848
674	3824	1841
675	3828	1834
676	3836	1830
677	3840	1824
678	3845	1817
679	3850	1811
680	3854	1805
681	3857	1798
682	3861	1792
683	3865	1785
684	3869	1779
685	3872	1772
686	3875	1765
687	3881	1760
688	3886	1754
689	3891	1748
690	3896	1742
691	3900	1735
692	3904	1729
693	3908	1723
694	3912	1717
695	3916	1710
696	3920	1704
697	3923	1697
698	3927	1691
699	3931	1684
700	3935	1678
701	3938	1671
702	3942	1665
703	3946	1659
704	3950	1652
705	3953	1646
706	3957	1639
707	3961	1633
708	3964	1627
709	3968	1620
710	3971	1614
711	3976	1608
712	3982	1603
713	3986	1596
714	3991	1591
715	3994	1584
716	3999	1578
717	4002	1572
718	4006	1565
719	4010	1559
720	4013	1553
721	4017	1546
722	4021	1540
723	4025	1534
724	4028	1528
725	4032	1521
726	4035	1515
727	4040	1509
728	4044	1503
729	4047	1497
730	4051	1490
731	4055	1484
732	4059	1478
733	4063	1472
734	4066	1466
735	4071	1460
736	4074	1454
737	4078	1447
738	4081	1441
739	4085	1435
740	4090	1429
741	4095	1424
742	4099	1417
743	4103	1412
744	4107	1405
745	4111	1400
746	4115	1393
747	4119	1387
748	4122	1381
749	4126	1375
750	4130	1369
751	4133	1363
752	4139	1357
753	4142	1351
754	4146	1345
755	4149	1339
756	4153	1333
757	4157	1327
758	4161	1321
759	4164	1315
760	4169	1309
761	4172	1303
762	4176	1297
763	4179	1291
764	4184	1285
765	4189	1279
766	4193	1273
767	4196	1267
768	4201	1262
769	4205	1256
770	4208	1250
771	4212	1244
772	4217	1238
773	4220	1232
774	4224	1226
775	4227	1220
776	4231	1214
777	4235	1208
778	4239	1202
779	4242	1196
780	4247	1190
781	4250	1184
782	4254	1179
783	4257	1172
784	4261	1167
785	4266	1161
786	4269	1155
787	4273	1149
788	4276	1143
789	4282	1138
790	4288	1133
791	4291	1127
792	4296	1121
793	4299	1115
794	4303	1109
795	4307	1103
796	4312	1098
797	4315	1092
798	4319	1086
799	4323	1080
800	4327	1075
801	4331	1069
802	4335	1063
803	4339	1057
804	4343	1052
805	4346	1046
806	4350	1040
807	4353	1034
808	4357	1028
809	4362	1023
810	4366	1017
811	4369	1011
812	4372	1005
813	4378	1000
814	4382	994
815	4386	989
816	4390	983
817	4395	977
818	4399	972
819	4402	966
820	4406	960
821	4410	955
822	4413	949
823	4417	943
824	4421	937
825	4426	932
826	4429	926
827	4433	921
828	4437	915
829	4441	909
830	4445	904
831	4449	898
832	4452	892
833	4457	887
834	4460	881
835	4466	876
836	4469	870
837	4475	865
838	4479	859
839	4483	853
840	4487	848
841	4493	843
842	4497	837
843	4500	831
844	4504	826
845	4508	820
846	4512	815
847	4515	809
848	4519	803
849	4523	798
850	4527	792
851	4530	787
852	4535	781
853	4538	775
854	4542	770
855	4545	764
856	4549	759
857	4553	753
858	4557	748
859	4560	742
860	4564	736
861	4569	731
862	4574	726
863	4579	720
864	4583	715
865	4586	709
866	4591	704
867	4594	698
868	4598	693
869	4602	687
870	4606	682
871	4609	676
872	4613	671
873	4617	665
874	4621	660
875	4625	654
876	4628	649
877	4633	643
878	4636	638
879	4640	632
880	4643	627
881	4647	621
882	4651	616
883	4655	610
884	4658	605
885	4662	599
886	4668	594
887	4672	589
888	4675	583
889	4680	578
890	4683	572
891	4688	567
892	4692	562
893	4696	556
894	4699	551
895	4703	545
896	4707	540
897	4711	535
898	4715	529
899	4719	524
900	4722	518
901	4728	513
902	4732	508
903	4736	502
904	4739	497
905	4743	492
906	4747	486
907	4751	481
908	4754	475
909	4758	470
910	4763	465
911	4768	460
912	4771	454
913	4775	449
914	4780	444
915	4783	438
916	4787	433
917	4791	428
918	4796	422
919	4799	417
920	4803	412
921	4807	406
922	4811	401
923	4814	396
924	4818	390
925	4823	385
926	4827	380
927	4831	374
928	4834	369
929	4839	364
930	4843	358
931	4847	353
932	4850	348
933	4855	343
934	4862	338
935	4865	332
936	4869	327
937	4876	322
938	4879	317
939	4883	311
940	4887	306
941	4892	301
942	4895	295
943	4899	290
944	4903	285
945	4907	280
946	4910	274
947	4914	269
948	4918	264
949	4922	259
950	4925	253
951	4929	248
952	4932	243
953	4937	238
954	4941	232
955	4944	227
956	4949	222
957	4959	217
958	4964	212
959	4972	207
960	4977	201
961	4981	196
962	4985	191
963	4989	186
964	4993	181
965	4996	175
966	5001	170
967	5005	165
968	5008	160
969	5012	155
970	5016	149
971	5020	144
972	5024	139
973	5028	134
974	5033	129
975	5037	123
976	5041	118
977	5044	113
978	5051	108
979	5055	103
980	5059	97
981	5063	92
982	5067	87
983	5070	82
984	5074	77
985	5078	72
986	5082	66
987	5085	61
988	5089	56
989	5093	51
990	5097	46
991	5101	41
992	5105	35
993	5108	30
994	5112	25
995	5116	20
996	5119	15
997	5123	10
998	5127	5
999	5131	0
