iter	RMSE
422	0.4102039135
423	0.4100235586
424	0.4098654572
425	0.4095012433
426	0.409354258
427	0.4091450226
428	0.4089584524
429	0.4086829106
430	0.4084926645
431	0.4083581872
432	0.4082627912
433	0.4080013588
434	0.4078089183
435	0.4076152564
436	0.4073450118
437	0.4071457772
438	0.4069841875
439	0.406846881
440	0.4066531197
441	0.4065466374
442	0.4063554064
443	0.4061853557
444	0.4060823344
445	0.4059804599
446	0.4057478587
447	0.4055363048
448	0.4054184989
449	0.4051968524
450	0.404905725
451	0.4048069676
452	0.404537057
453	0.404450273
454	0.4043024252
455	0.4041753423
456	0.4039697122
457	0.4037835288
458	0.4037266226
459	0.4035841734
460	0.4033591501
461	0.4032489051
462	0.4030699161
463	0.4029187617
464	0.4026978182
465	0.4025817707
466	0.4023683684
467	0.4023120986
468	0.402040322
469	0.4018868201
470	0.4017578522
471	0.4015754303
472	0.4012943961
473	0.4011717368
474	0.4010373367
475	0.4008469778
476	0.4006564138
477	0.40054282
478	0.4004198849
479	0.4002325516
480	0.4001283643
481	0.4000007572
482	0.3998899498
483	0.3998021564
484	0.3996339971
485	0.3995349049
486	0.3993461776
487	0.3991992669
488	0.3990549734
489	0.3987871026
490	0.398628734
491	0.3983799135
492	0.3981064418
493	0.3979288335
494	0.3977902579
495	0.3975920135
496	0.3974961191
497	0.3971928424
498	0.3970749416
499	0.3968436702
500	0.3967175224
501	0.3965618917
502	0.3964680065
503	0.3961259452
504	0.3959893629
505	0.3957709333
506	0.3956261468
507	0.3954592913
508	0.3951809603
509	0.3950037766
510	0.394828114
511	0.3946842677
512	0.3945331213
513	0.3943226127
514	0.3942056044
515	0.3940295678
516	0.3938511448
517	0.3935981159
518	0.3934800401
519	0.3933443907
520	0.3931826281
521	0.3931392089
522	0.3930222642
523	0.3928404486
524	0.3927336634
525	0.3926103916
526	0.3924064521
527	0.3922241992
528	0.3920920719
529	0.3918666245
530	0.3916890654
531	0.391576645
532	0.3914356846
533	0.3913285011
534	0.3911909743
535	0.3911036379
536	0.3909490263
537	0.3907771967
538	0.3906866509
539	0.3905529905
540	0.3904399753
541	0.390237866
542	0.3901141595
543	0.3899731402
544	0.3897290105
545	0.3895862537
546	0.3894294738
547	0.3893216149
548	0.3891919819
549	0.3890402121
550	0.3888992534
551	0.3887005198
552	0.3885702866
553	0.3883772579
554	0.3882278233
555	0.3881378077
556	0.3879423876
557	0.3878422099
558	0.3877245495
559	0.3876099279
560	0.3874450772
561	0.3873121934
562	0.3872075996
563	0.3870325338
564	0.3869288699
565	0.3867953338
566	0.3866280686
567	0.3865577414
568	0.386463372
569	0.3863529074
570	0.3862545369
571	0.386098169
572	0.3859654223
573	0.3857973816
574	0.3856754971
575	0.3855482261
576	0.3854469754
577	0.3852689712
578	0.3852036475
579	0.385058812
580	0.3849665764
581	0.38484431
582	0.3847277516
583	0.3845607484
584	0.3845184698
585	0.3843623778
586	0.3841821464
587	0.3840826891
588	0.3839958881
589	0.3838407554
590	0.3836877132
591	0.3834602036
592	0.3833165757
593	0.383191598
594	0.3830595431
595	0.3828704311
596	0.3827191375
597	0.3826416253
598	0.3825098402
599	0.382382339
600	0.3823146122
601	0.3821888229
602	0.3820717522
603	0.381965775
604	0.381855725
605	0.3817064202
606	0.3815179406
607	0.3814012295
608	0.3811914193
609	0.3810955864
610	0.3810031763
611	0.3807742518
612	0.3807034358
613	0.3806204952
614	0.3804895568
615	0.3803982117
616	0.3802862489
617	0.3802029046
618	0.3801147327
619	0.3799728573
620	0.3798042342
621	0.3797512756
622	0.3796421404
623	0.3794739237
624	0.3793762576
625	0.3792294284
626	0.3790759706
627	0.378985283
628	0.3788970969
629	0.3787690616
630	0.3786059235
631	0.3785144932
632	0.3783057258
633	0.3781038581
634	0.3779595198
635	0.3777818648
636	0.3776941714
637	0.3775759107
638	0.3775174232
639	0.3774037537
640	0.3772806802
641	0.3771312194
642	0.3769832411
643	0.3768872304
644	0.3767769138
645	0.3766692433
646	0.376582118
647	0.3764674334
648	0.3763398407
649	0.3762110374
650	0.3760244547
651	0.375877365
652	0.3757793298
653	0.3756761863
654	0.375581292
655	0.3754331466
656	0.3753059174
657	0.3752168356
658	0.3750961427
659	0.3750219441
660	0.3748977818
661	0.3748143567
662	0.3746514496
663	0.3745204792
664	0.3743799351
665	0.3742755075
666	0.3741894703
667	0.3740128422
668	0.3739005378
669	0.3738244899
670	0.3737059956
671	0.3735583447
672	0.3734110246
673	0.3732346882
674	0.3730748125
675	0.3729545317
676	0.3727999542
677	0.372696149
678	0.3725948453
679	0.3724663401
680	0.3723337039
681	0.3720904603
682	0.3719951107
683	0.3718198883
684	0.3716932566
685	0.3715903778
686	0.3715023509
687	0.3713455698
688	0.3711898839
689	0.3710969752
690	0.370985239
691	0.3708865538
692	0.3707514447
693	0.370653989
694	0.3705796685
695	0.3704692056
696	0.3703262455
697	0.3702438292
698	0.3701364747
699	0.3700171803
700	0.3699095592
701	0.3697926429
702	0.3696637325
703	0.3694897268
704	0.3693673593
705	0.3692930766
706	0.3691305304
707	0.3689844923
708	0.3688658571
709	0.3687390171
710	0.3686451097
711	0.3685450368
712	0.3683810724
713	0.3682723917
714	0.3681852861
715	0.3681007279
716	0.3679293048
717	0.3678509726
718	0.3677584864
719	0.3676672321
720	0.3676000412
721	0.3674483526
722	0.3673541627
723	0.3671960929
724	0.3671313806
725	0.3670564015
726	0.3669523038
727	0.3668803454
728	0.3667396541
729	0.3666414019
730	0.366529666
731	0.3663692882
732	0.3662702656
733	0.3661607842
734	0.3660368727
735	0.3659121354
736	0.3658122244
737	0.3656532222
738	0.3655502729
739	0.3654536797
740	0.3653649017
741	0.3652218646
742	0.3651217683
743	0.3649447978
744	0.364821067
745	0.364749123
746	0.3646529943
747	0.3646089687
748	0.3645077903
749	0.3644396455
750	0.3642799327
751	0.3642180914
752	0.364084576
753	0.3639842175
754	0.3638609469
755	0.3637518555
756	0.3636767419
757	0.3635371212
758	0.3633860979
759	0.3632770693
760	0.3631683648
761	0.3630314682
762	0.3629191684
763	0.3628450163
764	0.3627614179
765	0.362730232
766	0.3626525406
767	0.3625775678
768	0.3624790663
769	0.3622851479
770	0.362214948
771	0.36212976
772	0.3620203781
773	0.3619504144
774	0.3617830835
775	0.3617132876
776	0.3616334565
777	0.361495792
778	0.3613973713
779	0.3612714498
780	0.3611578098
781	0.3610559322
782	0.3609008623
783	0.360762954
784	0.3606488077
785	0.3605244532
786	0.3603930908
787	0.360270282
788	0.3602038026
789	0.3600965456
790	0.360023667
791	0.3599165667
792	0.359775665
793	0.3596972686
794	0.3596092478
795	0.3594776969
796	0.3592945287
797	0.3591229654
798	0.3589778625
799	0.358880235
800	0.3587805254
801	0.3586766636
802	0.3586119075
803	0.3585227497
804	0.3584259785
805	0.3583246414
806	0.3582259564
807	0.3580232438
808	0.3578785771
809	0.3578205937
810	0.3577204429
811	0.3576608013
812	0.3576199379
813	0.3574768628
814	0.3573568026
815	0.357259277
816	0.3571244765
817	0.3569888473
818	0.3568905352
819	0.3567854746
820	0.356664482
821	0.3565199067
822	0.3563921329
823	0.3562851774
824	0.3561508711
825	0.3560634576
826	0.3559337345
827	0.3558105058
828	0.3557530938
829	0.3556549362
830	0.3555502048
831	0.3554380865
832	0.3553388884
833	0.3552335384
834	0.3551482342
835	0.3550712273
836	0.3549983872
837	0.3549081248
838	0.3548108446
839	0.3547367558
840	0.3546296867
841	0.354501561
842	0.3543750627
843	0.354302656
844	0.3541919535
845	0.3541068095
846	0.353859538
847	0.3537663564
848	0.3536774719
849	0.3535326701
850	0.3534134726
851	0.3533351044
852	0.3532580117
853	0.3531593667
854	0.3530780885
855	0.353003689
856	0.3529059398
857	0.3528084014
858	0.3526934695
859	0.3526244415
860	0.3525052261
861	0.3524424159
862	0.3523746343
863	0.3522016634
864	0.3521105797
865	0.3520405052
866	0.3519290738
867	0.3518195801
868	0.3517694636
869	0.3516549769
870	0.3516011015
871	0.3515389835
872	0.351449469
873	0.3513219708
874	0.3512297692
875	0.3511599695
876	0.3510850082
877	0.3509834554
878	0.3508651214
879	0.350755429
880	0.3506975331
881	0.3506409491
882	0.3505566617
883	0.3504692286
884	0.3503678161
885	0.350256497
886	0.350147458
887	0.3499911517
888	0.349899875
889	0.3497898936
890	0.3496622581
891	0.3495467339
892	0.3493302609
893	0.3492538516
894	0.3491713813
895	0.3490247797
896	0.3489139435
897	0.3488127684
898	0.3486877257
899	0.3486125516
900	0.348482669
901	0.3483963224
902	0.3483186791
903	0.3482395986
904	0.3481522805
905	0.3481006673
906	0.3480278676
907	0.3479114319
908	0.3478263374
909	0.3477285646
910	0.347596036
911	0.3474892284
912	0.3473898381
913	0.3472455663
914	0.3471373876
915	0.3469940154
916	0.3469084931
917	0.3468119599
918	0.3467038594
919	0.34662639
920	0.3465672671
921	0.3464831546
922	0.346349417
923	0.3462498464
924	0.3461747075
925	0.3460849777
926	0.34602101
927	0.3459323375
928	0.3458376615
929	0.3457496725
930	0.3456659113
931	0.3455782064
932	0.3454751181
933	0.3453705682
934	0.3452843198
935	0.3451998145
936	0.3450191454
937	0.3449188345
938	0.3447461076
939	0.3446769492
940	0.344590666
941	0.3445053276
942	0.3443680595
943	0.3443010341
944	0.3441970243
945	0.3441168225
946	0.3440449669
947	0.3439610239
948	0.3439010534
949	0.3438040608
950	0.3436512154
951	0.3435285395
952	0.3434763843
953	0.3433857319
954	0.3432976698
955	0.3432103601
956	0.3431074542
957	0.3430141396
958	0.3427678381
959	0.3426824623
960	0.3426364136
961	0.3425331598
962	0.3424699089
963	0.342409521
964	0.342352084
965	0.3422870575
966	0.3421676832
967	0.3420530469
968	0.3419474396
969	0.3418840456
970	0.3418043014
971	0.3417591237
972	0.341677168
973	0.3416152029
974	0.3415409435
975	0.3414898734
976	0.3414067011
977	0.3413146508
978	0.3411750413
979	0.3410766394
980	0.3409938813
981	0.3409397239
982	0.3408853463
983	0.340712315
984	0.3406423991
985	0.340569084
986	0.3404940375
987	0.3403475111
988	0.3403003152
989	0.3401932222
990	0.3400977761
991	0.3400323183
992	0.3399576613
993	0.3399049786
994	0.3397918204
995	0.3397321009
996	0.3396472502
997	0.3395640191
998	0.3394516062
999	0.3393731286
