,date,object_code,trips
5389,2021-12-20,757Y,413112
5390,2021-12-21,757Y,453237
5391,2021-12-22,757Y,487498
5392,2021-12-23,757Y,522173
5393,2021-12-24,757Y,522336
5394,2021-12-25,757Y,486425
5395,2021-12-26,757Y,380871
5396,2021-12-27,757Y,418774
5397,2021-12-28,757Y,480974
5398,2021-12-29,757Y,496884
5399,2021-12-30,757Y,505415
5400,2021-12-31,757Y,498628
5401,2022-01-01,757Y,371135
5402,2022-01-02,757Y,318456
5403,2022-01-03,757Y,336708
5404,2022-01-04,757Y,414485
5405,2022-01-05,757Y,474718
5406,2022-01-06,757Y,496843
5407,2022-01-07,757Y,494983
5408,2022-01-08,757Y,452629
5409,2022-01-09,757Y,367921
5410,2022-01-10,757Y,419520
5411,2022-01-11,757Y,505960
5412,2022-01-12,757Y,555575
5413,2022-01-13,757Y,551461
5414,2022-01-14,757Y,538175
5415,2022-01-15,757Y,515181
5416,2022-01-16,757Y,435862
5417,2022-01-17,757Y,481774
5418,2022-01-18,757Y,526737
5419,2022-01-19,757Y,541744
5420,2022-01-20,757Y,539860
5421,2022-01-21,757Y,528408
5422,2022-01-22,757Y,480134
5423,2022-01-23,757Y,413312
5424,2022-01-24,757Y,462496
5425,2022-01-25,757Y,470940
5426,2022-01-26,757Y,481348
5427,2022-01-27,757Y,445025
5428,2022-01-28,757Y,409069
5429,2022-01-29,757Y,337738
5430,2022-01-30,757Y,261630
5431,2022-01-31,757Y,180563
5432,2022-02-01,757Y,90745
5433,2022-02-02,757Y,74095
5434,2022-02-03,757Y,61958
5435,2022-02-04,757Y,79247
5436,2022-02-05,757Y,101244
5437,2022-02-06,757Y,118997
5438,2022-02-07,757Y,151832
5439,2022-02-08,757Y,244225
5440,2022-02-09,757Y,299313
5441,2022-02-10,757Y,354845
5442,2022-02-11,757Y,389684
5443,2022-02-12,757Y,404680
5444,2022-02-13,757Y,359883
5445,2022-02-14,757Y,379574
5446,2022-02-15,757Y,405433
5447,2022-02-16,757Y,409361
5448,2022-02-17,757Y,396610
5449,2022-02-18,757Y,431422
5450,2022-02-19,757Y,407368
5451,2022-02-20,757Y,346294
5452,2022-02-21,757Y,393097
5453,2022-02-22,757Y,438484
5454,2022-02-23,757Y,445831
5455,2022-02-24,757Y,473293
5456,2022-02-25,757Y,460211
5457,2022-02-26,757Y,428490
5458,2022-02-27,757Y,367161
5459,2022-02-28,757Y,401736
5460,2022-03-01,757Y,433621
5461,2022-03-02,757Y,464347
5462,2022-03-03,757Y,458202
5463,2022-03-04,757Y,459203
5464,2022-03-05,757Y,435307
5465,2022-03-06,757Y,409768
5466,2022-03-07,757Y,493065
5467,2022-03-08,757Y,506846
5468,2022-03-09,757Y,494519
5469,2022-03-10,757Y,502682
5470,2022-03-11,757Y,481138
5471,2022-03-12,757Y,422479
5472,2022-03-13,757Y,344268
5473,2022-03-14,757Y,369662
5474,2022-03-15,757Y,403544
5475,2022-03-16,757Y,414889
5476,2022-03-17,757Y,417903
5477,2022-03-18,757Y,425094
5478,2022-03-19,757Y,402730
5479,2022-03-20,757Y,333686
5480,2022-03-21,757Y,376734
5481,2022-03-22,757Y,418199
5482,2021-11-14,760Y,846781
5483,2021-11-15,760Y,707671
5484,2021-11-16,760Y,633860
5485,2021-11-17,760Y,586905
5486,2021-11-18,760Y,565929
5487,2021-11-19,760Y,564360
5488,2021-11-20,760Y,510037
5489,2021-11-21,760Y,434382
5490,2021-11-22,760Y,466503
5491,2021-11-23,760Y,518085
5492,2021-11-24,760Y,547281
5493,2021-11-25,760Y,562444
5494,2021-11-26,760Y,577186
5495,2021-11-28,760Y,440446
5496,2021-11-29,760Y,465694
5497,2021-11-30,760Y,522096
5498,2021-12-01,760Y,525671
5499,2021-12-02,760Y,539485
5500,2021-12-03,760Y,556959
5501,2021-12-04,760Y,501022
5502,2021-12-05,760Y,445787
5503,2021-12-06,760Y,489174
5504,2021-12-07,760Y,534445
5505,2021-12-08,760Y,563262
5506,2021-12-09,760Y,590376
5507,2021-12-10,760Y,608372
5508,2021-12-11,760Y,546063
5509,2021-12-12,760Y,436209
5510,2021-12-13,760Y,592857
5511,2021-12-14,760Y,722231
5512,2021-12-15,760Y,706170
5513,2021-12-16,760Y,627268
5514,2021-12-17,760Y,596859
5515,2021-12-18,760Y,538707
5516,2021-12-19,760Y,431261
5517,2021-12-20,760Y,483068
5518,2021-12-21,760Y,523740
5519,2021-12-22,760Y,564161
5520,2021-12-23,760Y,599836
5521,2021-12-24,760Y,604594
5522,2021-12-25,760Y,561258
5523,2021-12-26,760Y,452457
5524,2021-12-27,760Y,497720
5525,2021-12-28,760Y,551436
5526,2021-12-29,760Y,575792
5527,2021-12-30,760Y,593641
5528,2021-12-31,760Y,578437
5529,2022-01-01,760Y,449407
5530,2022-01-02,760Y,398703
5531,2022-01-03,760Y,391447
5532,2022-01-04,760Y,494420
5533,2022-01-05,760Y,553733
5534,2022-01-06,760Y,582010
5535,2022-01-07,760Y,592350
5536,2022-01-08,760Y,544882
5537,2022-01-09,760Y,455903
5538,2022-01-10,760Y,510781
5539,2022-01-11,760Y,602011
5540,2022-01-12,760Y,659796
5541,2022-01-13,760Y,661218
5542,2022-01-14,760Y,646151
5543,2022-01-15,760Y,590503
5544,2022-01-16,760Y,532735
5545,2022-01-17,760Y,590077
5546,2022-01-18,760Y,641210
5547,2022-01-19,760Y,637287
5548,2022-01-20,760Y,639778
5549,2022-01-21,760Y,645638
5550,2022-01-22,760Y,599431
5551,2022-01-23,760Y,545124
5552,2022-01-24,760Y,620621
5553,2022-01-25,760Y,645110
5554,2022-01-26,760Y,675940
5555,2022-01-27,760Y,639935
5556,2022-01-28,760Y,623597
5557,2022-01-29,760Y,530312
5558,2022-01-30,760Y,434103
5559,2022-01-31,760Y,280778
5560,2022-02-01,760Y,138047
5561,2022-02-02,760Y,117217
5562,2022-02-03,760Y,111763
5563,2022-02-04,760Y,131573
5564,2022-02-05,760Y,162980
5565,2022-02-06,760Y,190500
5566,2022-02-07,760Y,232990
5567,2022-02-08,760Y,336912
5568,2022-02-09,760Y,408106
5569,2022-02-10,760Y,479942
5570,2022-02-11,760Y,524368
5571,2022-02-12,760Y,522093
5572,2022-02-13,760Y,453268
5573,2022-02-14,760Y,494816
5574,2022-02-15,760Y,504968
5575,2022-02-16,760Y,502957
5576,2022-02-17,760Y,491169
5577,2022-02-18,760Y,521724
5578,2022-02-19,760Y,480302
5579,2022-02-20,760Y,416166
5580,2022-02-21,760Y,479333
5581,2022-02-22,760Y,519927
5582,2022-02-23,760Y,528088
5583,2022-02-24,760Y,548501
5584,2022-02-25,760Y,538806
5585,2022-02-26,760Y,487903
5586,2022-02-27,760Y,436447
5587,2022-02-28,760Y,468359
5588,2022-03-01,760Y,484270
5589,2022-03-02,760Y,518268
5590,2022-03-03,760Y,527979
5591,2022-03-04,760Y,535914
5592,2022-03-05,760Y,495439
5593,2022-03-06,760Y,472713
5594,2022-03-07,760Y,572913
5595,2022-03-08,760Y,584383
5596,2022-03-09,760Y,580014
5597,2022-03-10,760Y,579007
5598,2022-03-11,760Y,556420
5599,2022-03-12,760Y,477992
5600,2022-03-13,760Y,379486
5601,2022-03-14,760Y,396365
5602,2022-03-15,760Y,434329
5603,2022-03-16,760Y,434582
5604,2022-03-17,760Y,449788
5605,2022-03-18,760Y,479705
5606,2022-03-19,760Y,435567
5607,2022-03-20,760Y,380166
5608,2022-03-21,760Y,435691
5609,2022-03-22,760Y,498831
5610,2021-11-14,769Y,808943
5611,2021-11-15,769Y,631583
5612,2021-11-16,769Y,664395
5613,2021-11-17,769Y,649882
5614,2021-11-18,769Y,644082
5615,2021-11-19,769Y,643600
5616,2021-11-20,769Y,571299
5617,2021-11-21,769Y,454276
5618,2021-11-22,769Y,487096
5619,2021-11-23,769Y,591129
5620,2021-11-24,769Y,627563
5621,2021-11-25,769Y,638251
5622,2021-11-26,769Y,656268
5623,2021-11-28,769Y,461129
5624,2021-11-29,769Y,513068
5625,2021-11-30,769Y,605669
5626,2021-12-01,769Y,605417
5627,2021-12-02,769Y,614868
5628,2021-12-03,769Y,613246
5629,2021-12-04,769Y,581083
5630,2021-12-05,769Y,448451
5631,2021-12-06,769Y,503739
5632,2021-12-07,769Y,596116
5633,2021-12-08,769Y,660925
5634,2021-12-09,769Y,658628
5635,2021-12-10,769Y,670281
5636,2021-12-11,769Y,586678
5637,2021-12-12,769Y,459244
5638,2021-12-13,769Y,587692
5639,2021-12-14,769Y,544520
5640,2021-12-15,769Y,530392
5641,2021-12-16,769Y,682553
5642,2021-12-17,769Y,787010
5643,2021-12-18,769Y,590701
5644,2021-12-19,769Y,426913
5645,2021-12-20,769Y,460099
5646,2021-12-21,769Y,562417
5647,2021-12-22,769Y,600822
5648,2021-12-23,769Y,647357
5649,2021-12-24,769Y,645492
5650,2021-12-25,769Y,591008
5651,2021-12-26,769Y,448699
5652,2021-12-27,769Y,478138
5653,2021-12-28,769Y,603696
5654,2021-12-29,769Y,644200
5655,2021-12-30,769Y,677774
5656,2021-12-31,769Y,658561
5657,2022-01-01,769Y,480797
5658,2022-01-02,769Y,388483
5659,2022-01-03,769Y,446572
5660,2022-01-04,769Y,570029
5661,2022-01-05,769Y,656116
5662,2022-01-06,769Y,674365
5663,2022-01-07,769Y,677529
5664,2022-01-08,769Y,616850
5665,2022-01-09,769Y,478461
5666,2022-01-10,769Y,542081
5667,2022-01-11,769Y,683289
5668,2022-01-12,769Y,726288
5669,2022-01-13,769Y,742556
5670,2022-01-14,769Y,721788
5671,2022-01-15,769Y,665587
5672,2022-01-16,769Y,570841
5673,2022-01-17,769Y,590941
5674,2022-01-18,769Y,686099
5675,2022-01-19,769Y,686155
5676,2022-01-20,769Y,675917
5677,2022-01-21,769Y,660423
5678,2022-01-22,769Y,555786
5679,2022-01-23,769Y,457454
5680,2022-01-24,769Y,475213
5681,2022-01-25,769Y,468761
5682,2022-01-26,769Y,435840
5683,2022-01-27,769Y,365267
5684,2022-01-28,769Y,316111
5685,2022-01-29,769Y,253834
5686,2022-01-30,769Y,202740
5687,2022-01-31,769Y,144792
5688,2022-02-01,769Y,77884
5689,2022-02-02,769Y,63469
5690,2022-02-03,769Y,56069
5691,2022-02-04,769Y,76044
5692,2022-02-05,769Y,92603
5693,2022-02-06,769Y,120688
5694,2022-02-07,769Y,147909
5695,2022-02-08,769Y,284623
5696,2022-02-09,769Y,316059
5697,2022-02-10,769Y,426221
5698,2022-02-11,769Y,469808
5699,2022-02-12,769Y,494482
5700,2022-02-13,769Y,423838
5701,2022-02-14,769Y,456401
5702,2022-02-15,769Y,532987
5703,2022-02-16,769Y,550296
5704,2022-02-17,769Y,544987
5705,2022-02-18,769Y,585753
5706,2022-02-19,769Y,554718
5707,2022-02-20,769Y,452016
5708,2022-02-21,769Y,517061
5709,2022-02-22,769Y,606447
5710,2022-02-23,769Y,613537
5711,2022-02-24,769Y,657386
5712,2022-02-25,769Y,511313
5713,2022-02-26,769Y,558202
5714,2022-02-27,769Y,533657
5715,2022-02-28,769Y,498781
5716,2022-03-01,769Y,549588
5717,2022-03-02,769Y,617055
5718,2022-03-03,769Y,614572
5719,2022-03-04,769Y,601835
5720,2022-03-05,769Y,577367
5721,2022-03-06,769Y,516482
5722,2022-03-07,769Y,600492
5723,2022-03-08,769Y,659833
5724,2022-03-09,769Y,668328
5725,2022-03-10,769Y,673365
5726,2022-03-11,769Y,630617
5727,2022-03-12,769Y,574308
5728,2022-03-13,769Y,445548
5729,2022-03-14,769Y,433879
5730,2022-03-15,769Y,418214
5731,2022-03-16,769Y,292915
5732,2022-03-17,769Y,197375
5733,2022-03-18,769Y,287039
5734,2022-03-19,769Y,398013
5735,2022-03-20,769Y,370704
5736,2022-03-21,769Y,501465
5737,2022-03-22,769Y,642986
5738,2021-11-14,771Y,854041
5739,2021-11-15,771Y,808626
5740,2021-11-16,771Y,616456
5741,2021-11-17,771Y,542888
5742,2021-11-18,771Y,536670
5743,2021-11-19,771Y,498392
5744,2021-11-20,771Y,448545
5745,2021-11-21,771Y,411399
5746,2021-11-22,771Y,445844
5747,2021-11-23,771Y,470455
5748,2021-11-24,771Y,481411
5749,2021-11-25,771Y,512444
5750,2021-11-26,771Y,503639
5751,2021-11-28,771Y,402908
5752,2021-11-29,771Y,455219
5753,2021-11-30,771Y,444559
5754,2021-12-01,771Y,472789
5755,2021-12-02,771Y,466765
5756,2021-12-03,771Y,501563
5757,2021-12-04,771Y,448364
5758,2021-12-05,771Y,414138
5759,2021-12-06,771Y,464220
5760,2021-12-07,771Y,468901
5761,2021-12-08,771Y,499500
5762,2021-12-09,771Y,522464
5763,2021-12-10,771Y,545978
5764,2021-12-11,771Y,514247
5765,2021-12-12,771Y,419834
5766,2021-12-13,771Y,544156
5767,2021-12-14,771Y,653293
5768,2021-12-15,771Y,708042
5769,2021-12-16,771Y,616768
5770,2021-12-17,771Y,565581
5771,2021-12-18,771Y,484980
5772,2021-12-19,771Y,405546
5773,2021-12-20,771Y,462329
5774,2021-12-21,771Y,441967
5775,2021-12-22,771Y,491315
5776,2021-12-23,771Y,514850
5777,2021-12-24,771Y,529027
5778,2021-12-25,771Y,467024
5779,2021-12-26,771Y,423155
5780,2021-12-27,771Y,483259
5781,2021-12-28,771Y,479537
5782,2021-12-29,771Y,536589
5783,2021-12-30,771Y,570677
5784,2021-12-31,771Y,559360
5785,2022-01-01,771Y,484656
5786,2022-01-02,771Y,421332
5787,2022-01-03,771Y,395813
5788,2022-01-04,771Y,483791
5789,2022-01-05,771Y,509695
5790,2022-01-06,771Y,550041
5791,2022-01-07,771Y,569321
5792,2022-01-08,771Y,508527
5793,2022-01-09,771Y,447065
5794,2022-01-10,771Y,541896
5795,2022-01-11,771Y,557424
5796,2022-01-12,771Y,625731
5797,2022-01-13,771Y,661679
5798,2022-01-14,771Y,644011
5799,2022-01-15,771Y,594013
5800,2022-01-16,771Y,539359
5801,2022-01-17,771Y,646987
5802,2022-01-18,771Y,644143
5803,2022-01-19,771Y,700057
5804,2022-01-20,771Y,674519
5805,2022-01-21,771Y,687460
5806,2022-01-22,771Y,590759
5807,2022-01-23,771Y,596678
5808,2022-01-24,771Y,694540
5809,2022-01-25,771Y,720382
5810,2022-01-26,771Y,773272
5811,2022-01-27,771Y,736553
5812,2022-01-28,771Y,685092
5813,2022-01-29,771Y,579777
5814,2022-01-30,771Y,453084
5815,2022-01-31,771Y,256482
5816,2022-02-01,771Y,138290
5817,2022-02-02,771Y,130044
5818,2022-02-03,771Y,127945
5819,2022-02-04,771Y,127449
5820,2022-02-05,771Y,175625
5821,2022-02-06,771Y,203987
5822,2022-02-07,771Y,320548
5823,2022-02-08,771Y,353546
5824,2022-02-09,771Y,416954
5825,2022-02-10,771Y,478734
5826,2022-02-11,771Y,506577
5827,2022-02-12,771Y,513565
5828,2022-02-13,771Y,472494
5829,2022-02-14,771Y,561393
5830,2022-02-15,771Y,506524
5831,2022-02-16,771Y,528493
5832,2022-02-17,771Y,486321
5833,2022-02-18,771Y,498545
5834,2022-02-19,771Y,458085
5835,2022-02-20,771Y,450423
5836,2022-02-21,771Y,531521
5837,2022-02-22,771Y,504988
5838,2022-02-23,771Y,511319
5839,2022-02-24,771Y,532821
5840,2022-02-25,771Y,516295
5841,2022-02-26,771Y,450806
5842,2022-02-27,771Y,437446
5843,2022-02-28,771Y,478174
5844,2022-03-01,771Y,478393
5845,2022-03-02,771Y,498174
5846,2022-03-03,771Y,520500
5847,2022-03-04,771Y,521335
5848,2022-03-05,771Y,462646
5849,2022-03-06,771Y,447872
5850,2022-03-07,771Y,601721
5851,2022-03-08,771Y,594028
5852,2022-03-09,771Y,581778
5853,2022-03-10,771Y,581373
5854,2022-03-11,771Y,499076
5855,2022-03-12,771Y,429726
5856,2022-03-13,771Y,392264
5857,2022-03-14,771Y,449072
5858,2022-03-15,771Y,405983
5859,2022-03-16,771Y,425748
5860,2022-03-17,771Y,422106
5861,2022-03-18,771Y,424231
5862,2022-03-19,771Y,390224
5863,2022-03-20,771Y,359572
5864,2022-03-21,771Y,425154
5865,2022-03-22,771Y,428102
5866,2021-12-07,777Y,123096
5867,2021-12-08,777Y,145908
5868,2021-12-09,777Y,124307
5869,2021-12-10,777Y,137531
5870,2021-12-11,777Y,140822
5871,2021-12-12,777Y,143137
5872,2021-12-13,777Y,184229
5873,2021-12-14,777Y,190777
5874,2021-12-15,777Y,155171
5875,2021-12-16,777Y,170880
5876,2021-12-17,777Y,162535
5877,2021-12-18,777Y,142619
5878,2021-12-19,777Y,152809
5879,2021-12-20,777Y,146387
5880,2021-12-21,777Y,122666
5881,2021-12-22,777Y,117123
5882,2021-12-23,777Y,110228
5883,2021-12-24,777Y,80844
5884,2021-12-25,777Y,92135
5885,2021-12-26,777Y,102891
5886,2021-12-27,777Y,87442
5887,2021-12-28,777Y,111330
5888,2021-12-29,777Y,83138
5889,2021-12-30,777Y,86736
5890,2021-12-31,777Y,89126
5891,2022-01-01,777Y,104065
5892,2022-01-02,777Y,111246
5893,2022-01-03,777Y,110683
5894,2022-01-04,777Y,118520
5895,2022-01-05,777Y,118747
5896,2022-01-06,777Y,119346
5897,2022-01-07,777Y,114406
5898,2022-01-08,777Y,119850
5899,2022-01-09,777Y,103947
5900,2022-01-10,777Y,121818
5901,2022-01-11,777Y,124493
5902,2022-01-12,777Y,132156
5903,2022-01-13,777Y,126893
5904,2022-01-14,777Y,139409
5905,2022-01-15,777Y,121582
5906,2022-01-16,777Y,124092
5907,2022-01-17,777Y,145273
5908,2022-01-18,777Y,108913
5909,2022-01-19,777Y,127040
5910,2022-01-20,777Y,133159
5911,2022-01-21,777Y,126241
5912,2022-01-22,777Y,120545
5913,2022-01-23,777Y,114852
5914,2022-01-24,777Y,114906
5915,2022-01-25,777Y,104008
5916,2022-01-26,777Y,128595
5917,2022-01-27,777Y,123246
5918,2022-01-28,777Y,117340
5919,2022-01-29,777Y,112002
5920,2022-01-30,777Y,72239
5921,2022-01-31,777Y,910
5922,2022-02-01,777Y,794
5923,2022-02-02,777Y,530
5924,2022-02-03,777Y,48514
5925,2022-02-04,777Y,126409
5926,2022-02-05,777Y,123788
5927,2022-02-06,777Y,56227
5928,2022-02-07,777Y,50388
5929,2022-02-08,777Y,59650
5930,2022-02-09,777Y,56497
5931,2022-02-10,777Y,89044
5932,2022-02-11,777Y,52289
5933,2022-02-12,777Y,76259
5934,2022-02-13,777Y,65744
5935,2022-02-14,777Y,88768
5936,2022-02-15,777Y,75892
5937,2022-02-16,777Y,81508
5938,2022-02-17,777Y,71204
5939,2022-02-18,777Y,98441
5940,2022-02-19,777Y,68233
5941,2022-02-20,777Y,91960
5942,2022-02-21,777Y,98647
5943,2022-02-22,777Y,84457
5944,2022-02-23,777Y,96354
5945,2022-02-24,777Y,74119
5946,2022-02-25,777Y,111993
5947,2022-02-26,777Y,84374
5948,2022-02-27,777Y,96350
5949,2022-02-28,777Y,96274
5950,2022-03-01,777Y,103688
5951,2022-03-02,777Y,95555
5952,2022-03-03,777Y,109660
5953,2022-03-04,777Y,93895
5954,2022-03-05,777Y,83680
5955,2022-03-06,777Y,105889
5956,2022-03-07,777Y,110828
5957,2022-03-08,777Y,120338
5958,2022-03-09,777Y,109056
5959,2022-03-10,777Y,133935
5960,2022-03-11,777Y,124074
5961,2022-03-12,777Y,114102
5962,2022-03-13,777Y,110430
5963,2022-03-14,777Y,161808
5964,2022-03-15,777Y,152072
5965,2022-03-16,777Y,126419
5966,2022-03-17,777Y,71812
5967,2022-03-18,777Y,118101
5968,2022-03-19,777Y,94214
5969,2022-03-20,777Y,123899
5970,2022-03-21,777Y,116299
5971,2022-03-22,777Y,100083
5972,2021-11-14,791Y,925709
5973,2021-11-15,791Y,839434
5974,2021-11-16,791Y,599633
5975,2021-11-17,791Y,557685
5976,2021-11-18,791Y,477157
5977,2021-11-19,791Y,519335
5978,2021-11-20,791Y,547004
5979,2021-11-21,791Y,457837
5980,2021-11-22,791Y,490683
5981,2021-11-23,791Y,496137
5982,2021-11-24,791Y,531808
5983,2021-11-25,791Y,549092
5984,2021-11-26,791Y,556207
5985,2021-11-28,791Y,505257
5986,2021-11-29,791Y,531551
5987,2021-11-30,791Y,516008
5988,2021-12-01,791Y,556491
5989,2021-12-02,791Y,543590
5990,2021-12-03,791Y,568357
5991,2021-12-04,791Y,530240
5992,2021-12-05,791Y,474753
5993,2021-12-06,791Y,499624
5994,2021-12-07,791Y,500744
5995,2021-12-08,791Y,562014
5996,2021-12-09,791Y,555030
5997,2021-12-10,791Y,585870
5998,2021-12-11,791Y,525911
5999,2021-12-12,791Y,456026
6000,2021-12-13,791Y,613684
6001,2021-12-14,791Y,757299
6002,2021-12-15,791Y,751505
6003,2021-12-16,791Y,626426
6004,2021-12-17,791Y,586459
6005,2021-12-18,791Y,532074
6006,2021-12-19,791Y,461355
6007,2021-12-20,791Y,485575
6008,2021-12-21,791Y,501615
6009,2021-12-22,791Y,507183
6010,2021-12-23,791Y,563336
6011,2021-12-24,791Y,622648
6012,2021-12-25,791Y,522451
6013,2021-12-26,791Y,478593
6014,2021-12-27,791Y,525674
6015,2021-12-28,791Y,546972
6016,2021-12-29,791Y,583110
6017,2021-12-30,791Y,539439
6018,2021-12-31,791Y,591176
6019,2022-01-01,791Y,477978
6020,2022-01-02,791Y,422383
6021,2022-01-03,791Y,416436
6022,2022-01-04,791Y,498387
6023,2022-01-05,791Y,555628
6024,2022-01-06,791Y,583466
6025,2022-01-07,791Y,584895
6026,2022-01-08,791Y,546003
6027,2022-01-09,791Y,496063
6028,2022-01-10,791Y,552651
6029,2022-01-11,791Y,582977
6030,2022-01-12,791Y,725102
6031,2022-01-13,791Y,728466
6032,2022-01-14,791Y,688217
6033,2022-01-15,791Y,639100
6034,2022-01-16,791Y,604313
6035,2022-01-17,791Y,687201
6036,2022-01-18,791Y,706395
6037,2022-01-19,791Y,721137
6038,2022-01-20,791Y,749641
6039,2022-01-21,791Y,729767
6040,2022-01-22,791Y,699701
6041,2022-01-23,791Y,659162
6042,2022-01-24,791Y,746139
6043,2022-01-25,791Y,780983
6044,2022-01-26,791Y,819846
6045,2022-01-27,791Y,806004
6046,2022-01-28,791Y,787530
6047,2022-01-29,791Y,688117
6048,2022-01-30,791Y,526684
6049,2022-01-31,791Y,284703
6050,2022-02-01,791Y,168977
6051,2022-02-02,791Y,145982
6052,2022-02-03,791Y,135603
6053,2022-02-04,791Y,168289
6054,2022-02-05,791Y,193346
6055,2022-02-06,791Y,225283
6056,2022-02-07,791Y,311353
6057,2022-02-08,791Y,360679
6058,2022-02-09,791Y,437995
6059,2022-02-10,791Y,489162
6060,2022-02-11,791Y,504749
6061,2022-02-12,791Y,520054
6062,2022-02-13,791Y,501205
6063,2022-02-14,791Y,521252
6064,2022-02-15,791Y,467918
6065,2022-02-16,791Y,495528
6066,2022-02-17,791Y,441605
6067,2022-02-18,791Y,469621
6068,2022-02-19,791Y,492485
6069,2022-02-20,791Y,456848
6070,2022-02-21,791Y,485069
6071,2022-02-22,791Y,469551
6072,2022-02-23,791Y,486205
6073,2022-02-24,791Y,533790
6074,2022-02-25,791Y,508472
6075,2022-02-26,791Y,460277
6076,2022-02-27,791Y,417472
6077,2022-02-28,791Y,446617
6078,2022-03-01,791Y,448265
6079,2022-03-02,791Y,478617
6080,2022-03-03,791Y,496046
6081,2022-03-04,791Y,487923
6082,2022-03-05,791Y,445870
6083,2022-03-06,791Y,475027
6084,2022-03-07,791Y,648136
6085,2022-03-08,791Y,561106
6086,2022-03-09,791Y,566356
6087,2022-03-10,791Y,556543
6088,2022-03-11,791Y,513792
6089,2022-03-12,791Y,452035
6090,2022-03-13,791Y,387928
6091,2022-03-14,791Y,399612
6092,2022-03-15,791Y,403056
6093,2022-03-16,791Y,410072
6094,2022-03-17,791Y,408068
6095,2022-03-18,791Y,403515
6096,2022-03-19,791Y,378124
6097,2022-03-20,791Y,330864
6098,2022-03-21,791Y,362927
6099,2022-03-22,791Y,342622
6100,2021-11-14,851Y,656840
6101,2021-11-15,851Y,577792
6102,2021-11-16,851Y,459023
6103,2021-11-17,851Y,419856
6104,2021-11-18,851Y,423545
6105,2021-11-19,851Y,391346
6106,2021-11-20,851Y,356005
6107,2021-11-21,851Y,323795
6108,2021-11-22,851Y,352861
6109,2021-11-23,851Y,356125
6110,2021-11-24,851Y,382608
6111,2021-11-25,851Y,386189
6112,2021-11-26,851Y,388499
6113,2021-11-28,851Y,321794
6114,2021-11-29,851Y,353959
6115,2021-11-30,851Y,341360
6116,2021-12-01,851Y,368091
6117,2021-12-02,851Y,370393
6118,2021-12-03,851Y,373749
6119,2021-12-04,851Y,336675
6120,2021-12-05,851Y,338365
6121,2021-12-06,851Y,353566
6122,2021-12-07,851Y,341067
6123,2021-12-08,851Y,374618
6124,2021-12-09,851Y,397637
6125,2021-12-10,851Y,409604
6126,2021-12-11,851Y,370525
6127,2021-12-12,851Y,343315
6128,2021-12-13,851Y,379417
6129,2021-12-14,851Y,472310
6130,2021-12-15,851Y,509987
6131,2021-12-16,851Y,479641
6132,2021-12-17,851Y,421357
6133,2021-12-18,851Y,367558
6134,2021-12-19,851Y,327210
6135,2021-12-20,851Y,350159
6136,2021-12-21,851Y,353809
6137,2021-12-22,851Y,373822
6138,2021-12-23,851Y,380143
6139,2021-12-24,851Y,381256
6140,2021-12-25,851Y,366243
6141,2021-12-26,851Y,302221
6142,2021-12-27,851Y,245013
6143,2021-12-28,851Y,328226
6144,2021-12-29,851Y,482868
6145,2021-12-30,851Y,451078
6146,2021-12-31,851Y,415327
6147,2022-01-01,851Y,396495
6148,2022-01-02,851Y,348156
6149,2022-01-03,851Y,308299
6150,2022-01-04,851Y,346231
6151,2022-01-05,851Y,385534
6152,2022-01-06,851Y,430716
6153,2022-01-07,851Y,424098
6154,2022-01-08,851Y,405614
6155,2022-01-09,851Y,376042
6156,2022-01-10,851Y,390305
6157,2022-01-11,851Y,425715
6158,2022-01-12,851Y,455056
6159,2022-01-13,851Y,466948
6160,2022-01-14,851Y,478876
6161,2022-01-15,851Y,453360
6162,2022-01-16,851Y,434614
6163,2022-01-17,851Y,440382
6164,2022-01-18,851Y,432544
6165,2022-01-19,851Y,514848
6166,2022-01-20,851Y,512535
6167,2022-01-21,851Y,512948
6168,2022-01-22,851Y,475992
6169,2022-01-23,851Y,447883
6170,2022-01-24,851Y,533206
6171,2022-01-25,851Y,569357
6172,2022-01-26,851Y,603665
6173,2022-01-27,851Y,616531
6174,2022-01-28,851Y,533656
6175,2022-01-29,851Y,434555
6176,2022-01-30,851Y,462335
6177,2022-01-31,851Y,131807
6178,2022-02-01,851Y,154415
6179,2022-02-02,851Y,104292
6180,2022-02-03,851Y,93819
6181,2022-02-04,851Y,144556
6182,2022-02-05,851Y,169414
6183,2022-02-06,851Y,194932
6184,2022-02-07,851Y,290539
6185,2022-02-08,851Y,304718
6186,2022-02-09,851Y,307674
6187,2022-02-10,851Y,443949
6188,2022-02-11,851Y,456820
6189,2022-02-12,851Y,438294
6190,2022-02-13,851Y,372164
6191,2022-02-14,851Y,484702
6192,2022-02-15,851Y,397456
6193,2022-02-16,851Y,403455
6194,2022-02-17,851Y,381750
6195,2022-02-18,851Y,381180
6196,2022-02-19,851Y,377150
6197,2022-02-20,851Y,296612
6198,2022-02-21,851Y,377776
6199,2022-02-22,851Y,228361
6200,2022-02-23,851Y,426324
6201,2022-02-24,851Y,533546
6202,2022-02-25,851Y,437491
6203,2022-02-26,851Y,379979
6204,2022-02-27,851Y,370270
6205,2022-02-28,851Y,392159
6206,2022-03-01,851Y,386200
6207,2022-03-02,851Y,418208
6208,2022-03-03,851Y,408207
6209,2022-03-04,851Y,419483
6210,2022-03-05,851Y,379165
6211,2022-03-06,851Y,374007
