,date,object_code,trips
7852,2022-01-15,FW510Y,5115
7853,2022-01-16,FW510Y,5744
7854,2022-01-17,FW510Y,5967
7855,2022-01-18,FW510Y,4528
7856,2022-01-19,FW510Y,5101
7857,2022-01-20,FW510Y,4913
7858,2022-01-21,FW510Y,4248
7859,2022-01-22,FW510Y,3940
7860,2022-01-23,FW510Y,5650
7861,2022-01-24,FW510Y,4734
7862,2022-01-25,FW510Y,4346
7863,2022-01-26,FW510Y,3195
7864,2022-01-27,FW510Y,3134
7865,2022-01-28,FW510Y,1757
7866,2022-01-29,FW510Y,645
7867,2022-01-30,FW510Y,1670
7868,2022-01-31,FW510Y,682
7869,2022-02-01,FW510Y,9
7870,2022-02-02,FW510Y,4
7871,2022-02-03,FW510Y,3
7872,2022-02-04,FW510Y,3
7873,2022-02-05,FW510Y,4
7874,2022-02-06,FW510Y,14
7875,2022-02-07,FW510Y,257
7876,2022-02-08,FW510Y,19
7877,2022-02-09,FW510Y,768
7878,2022-02-10,FW510Y,1984
7879,2022-02-11,FW510Y,2730
7880,2022-02-12,FW510Y,3461
7881,2022-02-13,FW510Y,3504
7882,2022-02-14,FW510Y,4733
7883,2022-02-15,FW510Y,3804
7884,2022-02-16,FW510Y,4032
7885,2022-02-17,FW510Y,3877
7886,2022-02-18,FW510Y,3545
7887,2022-02-19,FW510Y,3101
7888,2022-02-20,FW510Y,4037
7889,2022-02-21,FW510Y,4883
7890,2022-02-22,FW510Y,4407
7891,2022-02-23,FW510Y,4144
7892,2022-02-24,FW510Y,4295
7893,2022-02-25,FW510Y,4951
7894,2022-02-26,FW510Y,4724
7895,2022-02-27,FW510Y,4614
7896,2022-02-28,FW510Y,4985
7897,2022-03-01,FW510Y,4668
7898,2022-03-02,FW510Y,5639
7899,2022-03-03,FW510Y,5217
7900,2022-03-04,FW510Y,5097
7901,2022-03-05,FW510Y,5107
7902,2022-03-06,FW510Y,4834
7903,2022-03-07,FW510Y,5675
7904,2022-03-08,FW510Y,7383
7905,2022-03-09,FW510Y,6549
7906,2022-03-10,FW510Y,6169
7907,2022-03-11,FW510Y,6411
7908,2022-03-12,FW510Y,3900
7909,2022-03-13,FW510Y,5122
7910,2022-03-14,FW510Y,1087
7911,2022-03-15,FW510Y,2003
7912,2022-03-16,FW510Y,7306
7913,2022-03-17,FW510Y,5403
7914,2022-03-18,FW510Y,6416
7915,2022-03-19,FW510Y,6449
7916,2022-03-20,FW510Y,4281
7917,2022-03-21,FW510Y,5173
7918,2022-03-22,FW510Y,5630
7919,2021-12-31,FW511Y,5291
7920,2022-01-01,FW511Y,4934
7921,2022-01-02,FW511Y,4878
7922,2022-01-03,FW511Y,4285
7923,2022-01-04,FW511Y,4383
7924,2022-01-05,FW511Y,5140
7925,2022-01-06,FW511Y,5878
7926,2022-01-07,FW511Y,6000
7927,2022-01-08,FW511Y,4975
7928,2022-01-09,FW511Y,5100
7929,2022-01-10,FW511Y,5407
7930,2022-01-11,FW511Y,5345
7931,2022-01-12,FW511Y,6169
7932,2022-01-13,FW511Y,8159
7933,2022-01-14,FW511Y,6294
7934,2022-01-15,FW511Y,6268
7935,2022-01-16,FW511Y,7055
7936,2022-01-17,FW511Y,4686
7937,2022-01-18,FW511Y,4232
7938,2022-01-19,FW511Y,4294
7939,2022-01-20,FW511Y,3862
7940,2022-01-21,FW511Y,3489
7941,2022-01-22,FW511Y,3530
7942,2022-01-23,FW511Y,3240
7943,2022-01-24,FW511Y,3422
7944,2022-01-25,FW511Y,2999
7945,2022-01-26,FW511Y,3059
7946,2022-01-27,FW511Y,2379
7947,2022-01-28,FW511Y,1438
7948,2022-01-29,FW511Y,760
7949,2022-01-30,FW511Y,131
7950,2022-01-31,FW511Y,30
7951,2022-02-01,FW511Y,25
7952,2022-02-02,FW511Y,26
7953,2022-02-03,FW511Y,19
7954,2022-02-04,FW511Y,15
7955,2022-02-05,FW511Y,7
7956,2022-02-06,FW511Y,6
7957,2022-02-07,FW511Y,7
7958,2022-02-08,FW511Y,53
7959,2022-02-09,FW511Y,739
7960,2022-02-10,FW511Y,1406
7961,2022-02-11,FW511Y,1879
7962,2022-02-12,FW511Y,2607
7963,2022-02-13,FW511Y,2470
7964,2022-02-14,FW511Y,2656
7965,2022-02-15,FW511Y,3017
7966,2022-02-16,FW511Y,3350
7967,2022-02-17,FW511Y,2452
7968,2022-02-18,FW511Y,2609
7969,2022-02-19,FW511Y,2736
7970,2022-02-20,FW511Y,3207
7971,2022-02-21,FW511Y,3455
7972,2022-02-22,FW511Y,3463
7973,2022-02-23,FW511Y,4405
7974,2022-02-24,FW511Y,4295
7975,2022-02-25,FW511Y,4641
7976,2022-02-26,FW511Y,4217
7977,2022-02-27,FW511Y,3979
7978,2022-02-28,FW511Y,3849
7979,2022-03-01,FW511Y,4243
7980,2022-03-02,FW511Y,4078
7981,2022-03-03,FW511Y,4254
7982,2022-03-04,FW511Y,4313
7983,2022-03-05,FW511Y,4890
7984,2022-03-06,FW511Y,4672
7985,2022-03-07,FW511Y,5550
7986,2022-03-08,FW511Y,5889
7987,2022-03-09,FW511Y,6203
7988,2022-03-10,FW511Y,4944
7989,2022-03-11,FW511Y,5902
7990,2022-03-12,FW511Y,5265
7991,2022-03-13,FW511Y,4068
7992,2022-03-14,FW511Y,4328
7993,2022-03-15,FW511Y,3326
7994,2022-03-16,FW511Y,4023
7995,2022-03-17,FW511Y,4626
7996,2022-03-18,FW511Y,7349
7997,2022-03-19,FW511Y,6402
7998,2022-03-20,FW511Y,3642
7999,2022-03-21,FW511Y,3629
8000,2022-03-22,FW511Y,4923
8001,2021-12-31,FW512Y,5419
8002,2022-01-01,FW512Y,4350
8003,2022-01-02,FW512Y,1575
8004,2022-01-03,FW512Y,1777
8005,2022-01-04,FW512Y,3898
8006,2022-01-05,FW512Y,5557
8007,2022-01-06,FW512Y,5749
8008,2022-01-07,FW512Y,4790
8009,2022-01-08,FW512Y,5832
8010,2022-01-09,FW512Y,5343
8011,2022-01-10,FW512Y,4731
8012,2022-01-11,FW512Y,5377
8013,2022-01-12,FW512Y,6852
8014,2022-01-13,FW512Y,6589
8015,2022-01-14,FW512Y,5887
8016,2022-01-15,FW512Y,6541
8017,2022-01-16,FW512Y,6149
8018,2022-01-17,FW512Y,5571
8019,2022-01-18,FW512Y,5138
8020,2022-01-19,FW512Y,5133
8021,2022-01-20,FW512Y,5635
8022,2022-01-21,FW512Y,4942
8023,2022-01-22,FW512Y,3401
8024,2022-01-23,FW512Y,3976
8025,2022-01-24,FW512Y,5453
8026,2022-01-25,FW512Y,5791
8027,2022-01-26,FW512Y,4780
8028,2022-01-27,FW512Y,3899
8029,2022-01-28,FW512Y,2026
8030,2022-01-29,FW512Y,796
8031,2022-01-30,FW512Y,550
8032,2022-01-31,FW512Y,117
8033,2022-02-01,FW512Y,75
8034,2022-02-02,FW512Y,42
8035,2022-02-03,FW512Y,21
8036,2022-02-04,FW512Y,13
8037,2022-02-05,FW512Y,14
8038,2022-02-06,FW512Y,17
8039,2022-02-07,FW512Y,110
8040,2022-02-08,FW512Y,336
8041,2022-02-09,FW512Y,1965
8042,2022-02-10,FW512Y,4024
8043,2022-02-11,FW512Y,5326
8044,2022-02-12,FW512Y,7587
8045,2022-02-13,FW512Y,7610
8046,2022-02-14,FW512Y,6002
8047,2022-02-15,FW512Y,5841
8048,2022-02-16,FW512Y,5945
8049,2022-02-17,FW512Y,3669
8050,2022-02-18,FW512Y,2651
8051,2022-02-19,FW512Y,2931
8052,2022-02-20,FW512Y,2511
8053,2022-02-21,FW512Y,2672
8054,2022-02-22,FW512Y,2358
8055,2022-02-23,FW512Y,2445
8056,2022-02-24,FW512Y,2734
8057,2022-02-25,FW512Y,2634
8058,2022-02-26,FW512Y,2273
8059,2022-02-27,FW512Y,2495
8060,2022-02-28,FW512Y,4391
8061,2022-03-01,FW512Y,6478
8062,2022-03-02,FW512Y,8904
8063,2022-03-03,FW512Y,10576
8064,2022-03-04,FW512Y,10801
8065,2022-03-05,FW512Y,10721
8066,2022-03-06,FW512Y,10816
8067,2022-03-07,FW512Y,13342
8068,2022-03-08,FW512Y,13462
8069,2022-03-09,FW512Y,13284
8070,2022-03-10,FW512Y,11872
8071,2022-03-11,FW512Y,11346
8072,2022-03-12,FW512Y,7366
8073,2022-03-13,FW512Y,11674
8074,2022-03-14,FW512Y,8206
8075,2022-03-15,FW512Y,2853
8076,2022-03-16,FW512Y,960
8077,2022-03-17,FW512Y,711
8078,2022-03-18,FW512Y,1037
8079,2022-03-19,FW512Y,9258
8080,2022-03-20,FW512Y,7930
8081,2022-03-21,FW512Y,9030
8082,2022-03-22,FW512Y,10369
8083,2021-12-31,FW513Y,5056
8084,2022-01-01,FW513Y,4821
8085,2022-01-02,FW513Y,5356
8086,2022-01-03,FW513Y,5259
8087,2022-01-04,FW513Y,4425
8088,2022-01-05,FW513Y,6087
8089,2022-01-06,FW513Y,5594
8090,2022-01-07,FW513Y,5915
8091,2022-01-08,FW513Y,5663
8092,2022-01-09,FW513Y,5010
8093,2022-01-10,FW513Y,5168
8094,2022-01-11,FW513Y,5263
8095,2022-01-12,FW513Y,6655
8096,2022-01-13,FW513Y,7460
8097,2022-01-14,FW513Y,7691
8098,2022-01-15,FW513Y,7003
8099,2022-01-16,FW513Y,6104
8100,2022-01-17,FW513Y,6507
8101,2022-01-18,FW513Y,7519
8102,2022-01-19,FW513Y,6640
8103,2022-01-20,FW513Y,7203
8104,2022-01-21,FW513Y,5979
8105,2022-01-22,FW513Y,6389
8106,2022-01-23,FW513Y,6228
8107,2022-01-24,FW513Y,6233
8108,2022-01-25,FW513Y,6507
8109,2022-01-26,FW513Y,5618
8110,2022-01-27,FW513Y,4662
8111,2022-01-28,FW513Y,3068
8112,2022-01-29,FW513Y,1612
8113,2022-01-30,FW513Y,371
8114,2022-01-31,FW513Y,54
8115,2022-02-01,FW513Y,25
8116,2022-02-02,FW513Y,28
8117,2022-02-03,FW513Y,42
8118,2022-02-04,FW513Y,18
8119,2022-02-05,FW513Y,35
8120,2022-02-06,FW513Y,36
8121,2022-02-07,FW513Y,18
8122,2022-02-08,FW513Y,83
8123,2022-02-09,FW513Y,1959
8124,2022-02-10,FW513Y,3277
8125,2022-02-11,FW513Y,4419
8126,2022-02-12,FW513Y,6273
8127,2022-02-13,FW513Y,6423
8128,2022-02-14,FW513Y,5612
8129,2022-02-15,FW513Y,5526
8130,2022-02-16,FW513Y,5410
8131,2022-02-17,FW513Y,5124
8132,2022-02-18,FW513Y,5053
8133,2022-02-19,FW513Y,5541
8134,2022-02-20,FW513Y,5786
8135,2022-02-21,FW513Y,5862
8136,2022-02-22,FW513Y,5294
8137,2022-02-23,FW513Y,5824
8138,2022-02-24,FW513Y,5482
8139,2022-02-25,FW513Y,6069
8140,2022-02-26,FW513Y,6289
8141,2022-02-27,FW513Y,5512
8142,2022-02-28,FW513Y,6285
8143,2022-03-01,FW513Y,5379
8144,2022-03-02,FW513Y,5684
8145,2022-03-03,FW513Y,6554
8146,2022-03-04,FW513Y,5588
8147,2022-03-05,FW513Y,5799
8148,2022-03-06,FW513Y,5845
8149,2022-03-07,FW513Y,7673
8150,2022-03-08,FW513Y,7678
8151,2022-03-09,FW513Y,7251
8152,2022-03-10,FW513Y,6889
8153,2022-03-11,FW513Y,7194
8154,2022-03-12,FW513Y,5143
8155,2022-03-13,FW513Y,6368
8156,2022-03-14,FW513Y,3908
8157,2022-03-15,FW513Y,5785
8158,2022-03-16,FW513Y,5011
8159,2022-03-17,FW513Y,6427
8160,2022-03-18,FW513Y,8856
8161,2022-03-19,FW513Y,7090
8162,2022-03-20,FW513Y,5485
8163,2022-03-21,FW513Y,4819
8164,2022-03-22,FW513Y,5359
8165,2021-12-31,FW514Y,7292
8166,2022-01-01,FW514Y,7054
8167,2022-01-02,FW514Y,6900
8168,2022-01-03,FW514Y,6530
8169,2022-01-04,FW514Y,6432
8170,2022-01-05,FW514Y,7580
8171,2022-01-06,FW514Y,9214
8172,2022-01-07,FW514Y,8011
8173,2022-01-08,FW514Y,7329
8174,2022-01-09,FW514Y,7272
8175,2022-01-10,FW514Y,6743
8176,2022-01-11,FW514Y,7140
8177,2022-01-12,FW514Y,8805
8178,2022-01-13,FW514Y,9605
8179,2022-01-14,FW514Y,10990
8180,2022-01-15,FW514Y,9288
8181,2022-01-16,FW514Y,9402
8182,2022-01-17,FW514Y,6350
8183,2022-01-18,FW514Y,5898
8184,2022-01-19,FW514Y,4812
8185,2022-01-20,FW514Y,4853
8186,2022-01-21,FW514Y,4318
8187,2022-01-22,FW514Y,5142
8188,2022-01-23,FW514Y,4563
8189,2022-01-24,FW514Y,5532
8190,2022-01-25,FW514Y,5055
8191,2022-01-26,FW514Y,4241
8192,2022-01-27,FW514Y,4058
8193,2022-01-28,FW514Y,2068
8194,2022-01-29,FW514Y,1108
8195,2022-01-30,FW514Y,281
8196,2022-01-31,FW514Y,61
8197,2022-02-01,FW514Y,44
8198,2022-02-02,FW514Y,62
8199,2022-02-03,FW514Y,23
8200,2022-02-04,FW514Y,20
8201,2022-02-05,FW514Y,9
8202,2022-02-06,FW514Y,7
8203,2022-02-07,FW514Y,8
8204,2022-02-08,FW514Y,80
8205,2022-02-09,FW514Y,1071
8206,2022-02-10,FW514Y,2041
8207,2022-02-11,FW514Y,3066
8208,2022-02-12,FW514Y,3163
8209,2022-02-13,FW514Y,3351
8210,2022-02-14,FW514Y,3042
8211,2022-02-15,FW514Y,3022
8212,2022-02-16,FW514Y,3277
8213,2022-02-17,FW514Y,2629
8214,2022-02-18,FW514Y,2819
8215,2022-02-19,FW514Y,3383
8216,2022-02-20,FW514Y,3276
8217,2022-02-21,FW514Y,3132
8218,2022-02-22,FW514Y,3136
8219,2022-02-23,FW514Y,3808
8220,2022-02-24,FW514Y,3678
8221,2022-02-25,FW514Y,4078
8222,2022-02-26,FW514Y,3840
8223,2022-02-27,FW514Y,3674
8224,2022-02-28,FW514Y,3563
8225,2022-03-01,FW514Y,3666
8226,2022-03-02,FW514Y,3756
8227,2022-03-03,FW514Y,7630
8228,2022-03-04,FW514Y,7487
8229,2022-03-05,FW514Y,5060
8230,2022-03-06,FW514Y,4547
8231,2022-03-07,FW514Y,5680
8232,2022-03-08,FW514Y,5552
8233,2022-03-09,FW514Y,5533
8234,2022-03-10,FW514Y,4654
8235,2022-03-11,FW514Y,4568
8236,2022-03-12,FW514Y,3686
8237,2022-03-13,FW514Y,2474
8238,2022-03-14,FW514Y,2311
8239,2022-03-15,FW514Y,3371
8240,2022-03-16,FW514Y,4875
8241,2022-03-17,FW514Y,4071
8242,2022-03-18,FW514Y,5826
8243,2022-03-19,FW514Y,5987
8244,2022-03-20,FW514Y,3104
8245,2022-03-21,FW514Y,3767
8246,2022-03-22,FW514Y,4504
8247,2021-12-31,FW515Y,2684
8248,2022-01-01,FW515Y,1927
8249,2022-01-02,FW515Y,2520
8250,2022-01-03,FW515Y,2753
8251,2022-01-04,FW515Y,3074
8252,2022-01-05,FW515Y,3603
8253,2022-01-06,FW515Y,3124
8254,2022-01-07,FW515Y,2932
8255,2022-01-08,FW515Y,2506
8256,2022-01-09,FW515Y,2144
8257,2022-01-10,FW515Y,2536
8258,2022-01-11,FW515Y,2322
8259,2022-01-12,FW515Y,4352
8260,2022-01-13,FW515Y,4703
8261,2022-01-14,FW515Y,5022
8262,2022-01-15,FW515Y,4776
8263,2022-01-16,FW515Y,4476
8264,2022-01-17,FW515Y,3920
8265,2022-01-18,FW515Y,4400
8266,2022-01-19,FW515Y,4494
8267,2022-01-20,FW515Y,3758
8268,2022-01-21,FW515Y,3455
8269,2022-01-22,FW515Y,4879
8270,2022-01-23,FW515Y,4706
8271,2022-01-24,FW515Y,4788
8272,2022-01-25,FW515Y,4603
8273,2022-01-26,FW515Y,4446
8274,2022-01-27,FW515Y,3289
8275,2022-01-28,FW515Y,1839
8276,2022-01-29,FW515Y,1099
8277,2022-01-30,FW515Y,256
8278,2022-01-31,FW515Y,94
8279,2022-02-01,FW515Y,53
8280,2022-02-02,FW515Y,28
8281,2022-02-03,FW515Y,39
8282,2022-02-04,FW515Y,29
8283,2022-02-05,FW515Y,15
8284,2022-02-06,FW515Y,7
8285,2022-02-07,FW515Y,6
8286,2022-02-08,FW515Y,21
8287,2022-02-09,FW515Y,1627
8288,2022-02-10,FW515Y,2519
8289,2022-02-11,FW515Y,3700
8290,2022-02-12,FW515Y,3547
8291,2022-02-13,FW515Y,3301
8292,2022-02-14,FW515Y,3159
8293,2022-02-15,FW515Y,3948
8294,2022-02-16,FW515Y,4043
8295,2022-02-17,FW515Y,3609
8296,2022-02-18,FW515Y,3276
8297,2022-02-19,FW515Y,3724
8298,2022-02-20,FW515Y,3618
8299,2022-02-21,FW515Y,3427
8300,2022-02-22,FW515Y,3782
8301,2022-02-23,FW515Y,3630
8302,2022-02-24,FW515Y,3550
8303,2022-02-25,FW515Y,3705
8304,2022-02-26,FW515Y,3511
8305,2022-02-27,FW515Y,3614
8306,2022-02-28,FW515Y,3541
8307,2022-03-01,FW515Y,2788
8308,2022-03-02,FW515Y,3422
8309,2022-03-03,FW515Y,3768
8310,2022-03-04,FW515Y,4265
8311,2022-03-05,FW515Y,3694
8312,2022-03-06,FW515Y,3522
8313,2022-03-07,FW515Y,4920
8314,2022-03-08,FW515Y,5495
8315,2022-03-09,FW515Y,4805
8316,2022-03-10,FW515Y,4453
8317,2022-03-11,FW515Y,3961
8318,2022-03-12,FW515Y,3540
8319,2022-03-13,FW515Y,2994
8320,2022-03-14,FW515Y,2151
8321,2022-03-15,FW515Y,5672
8322,2022-03-16,FW515Y,3756
8323,2022-03-17,FW515Y,3941
8324,2022-03-18,FW515Y,2207
8325,2022-03-19,FW515Y,980
8326,2022-03-20,FW515Y,665
8327,2022-03-21,FW515Y,801
8328,2022-03-22,FW515Y,902
8329,2021-12-31,FW516Y,403
8330,2022-01-01,FW516Y,475
8331,2022-01-02,FW516Y,465
8332,2022-01-03,FW516Y,468
8333,2022-01-04,FW516Y,444
8334,2022-01-05,FW516Y,585
8335,2022-01-06,FW516Y,592
8336,2022-01-07,FW516Y,605
8337,2022-01-08,FW516Y,515
8338,2022-01-09,FW516Y,557
8339,2022-01-10,FW516Y,852
8340,2022-01-11,FW516Y,1488
8341,2022-01-12,FW516Y,1416
8342,2022-01-13,FW516Y,2039
8343,2022-01-14,FW516Y,1952
8344,2022-01-15,FW516Y,1699
8345,2022-01-16,FW516Y,2201
8346,2022-01-17,FW516Y,2006
8347,2022-01-18,FW516Y,2166
8348,2022-01-19,FW516Y,1854
8349,2022-01-20,FW516Y,2431
8350,2022-01-21,FW516Y,2133
8351,2022-01-22,FW516Y,2436
8352,2022-01-23,FW516Y,2533
8353,2022-01-24,FW516Y,2921
8354,2022-01-25,FW516Y,2991
8355,2022-01-26,FW516Y,2467
8356,2022-01-27,FW516Y,2229
8357,2022-01-28,FW516Y,1575
8358,2022-01-29,FW516Y,1076
8359,2022-01-30,FW516Y,334
8360,2022-01-31,FW516Y,114
8361,2022-02-01,FW516Y,84
8362,2022-02-02,FW516Y,39
8363,2022-02-03,FW516Y,70
8364,2022-02-04,FW516Y,27
8365,2022-02-05,FW516Y,15
8366,2022-02-06,FW516Y,15
8367,2022-02-07,FW516Y,30
8368,2022-02-08,FW516Y,40
8369,2022-02-09,FW516Y,589
8370,2022-02-10,FW516Y,957
8371,2022-02-11,FW516Y,1925
8372,2022-02-12,FW516Y,2286
8373,2022-02-13,FW516Y,1663
8374,2022-02-14,FW516Y,1805
8375,2022-02-15,FW516Y,2122
8376,2022-02-16,FW516Y,1819
8377,2022-02-17,FW516Y,1798
8378,2022-02-18,FW516Y,1831
8379,2022-02-19,FW516Y,2457
8380,2022-02-20,FW516Y,2452
8381,2022-02-21,FW516Y,2376
8382,2022-02-22,FW516Y,2416
8383,2022-02-23,FW516Y,3259
8384,2022-02-24,FW516Y,3123
8385,2022-02-25,FW516Y,3375
8386,2022-02-26,FW516Y,3270
8387,2022-02-27,FW516Y,3233
8388,2022-02-28,FW516Y,3156
8389,2022-03-01,FW516Y,2997
8390,2022-03-02,FW516Y,2789
8391,2022-03-03,FW516Y,3224
8392,2022-03-04,FW516Y,3073
8393,2022-03-05,FW516Y,3110
8394,2022-03-06,FW516Y,3078
8395,2022-03-07,FW516Y,3699
8396,2022-03-08,FW516Y,3831
8397,2022-03-09,FW516Y,4458
8398,2022-03-10,FW516Y,4212
8399,2022-03-11,FW516Y,4170
8400,2022-03-12,FW516Y,3269
8401,2022-03-13,FW516Y,3472
8402,2022-03-14,FW516Y,3091
8403,2022-03-15,FW516Y,3332
8404,2022-03-16,FW516Y,2600
8405,2022-03-17,FW516Y,2698
8406,2022-03-18,FW516Y,3014
8407,2022-03-19,FW516Y,2162
8408,2022-03-20,FW516Y,1380
8409,2022-03-21,FW516Y,1185
8410,2022-03-22,FW516Y,1330
8411,2021-12-31,FW517Y,5311
8412,2022-01-01,FW517Y,4736
8413,2022-01-02,FW517Y,4547
8414,2022-01-03,FW517Y,4239
8415,2022-01-04,FW517Y,4515
8416,2022-01-05,FW517Y,4184
8417,2022-01-06,FW517Y,5758
8418,2022-01-07,FW517Y,5402
8419,2022-01-08,FW517Y,5498
8420,2022-01-09,FW517Y,5895
8421,2022-01-10,FW517Y,4825
8422,2022-01-11,FW517Y,5154
8423,2022-01-12,FW517Y,5506
8424,2022-01-13,FW517Y,6034
8425,2022-01-14,FW517Y,6624
8426,2022-01-15,FW517Y,5994
8427,2022-01-16,FW517Y,6884
8428,2022-01-17,FW517Y,7399
8429,2022-01-18,FW517Y,6443
8430,2022-01-19,FW517Y,6956
8431,2022-01-20,FW517Y,7287
8432,2022-01-21,FW517Y,6400
8433,2022-01-22,FW517Y,5731
8434,2022-01-23,FW517Y,6549
8435,2022-01-24,FW517Y,7267
8436,2022-01-25,FW517Y,7010
8437,2022-01-26,FW517Y,6773
8438,2022-01-27,FW517Y,6392
8439,2022-01-28,FW517Y,3829
8440,2022-01-29,FW517Y,2163
8441,2022-01-30,FW517Y,785
8442,2022-01-31,FW517Y,140
8443,2022-02-01,FW517Y,45
8444,2022-02-02,FW517Y,79
8445,2022-02-03,FW517Y,57
8446,2022-02-04,FW517Y,38
8447,2022-02-05,FW517Y,51
8448,2022-02-06,FW517Y,55
8449,2022-02-07,FW517Y,42
8450,2022-02-08,FW517Y,53
8451,2022-02-09,FW517Y,697
8452,2022-02-10,FW517Y,2888
8453,2022-02-11,FW517Y,5424
8454,2022-02-12,FW517Y,6233
8455,2022-02-13,FW517Y,8129
8456,2022-02-14,FW517Y,7395
8457,2022-02-15,FW517Y,7349
8458,2022-02-16,FW517Y,7187
8459,2022-02-17,FW517Y,6712
8460,2022-02-18,FW517Y,6356
8461,2022-02-19,FW517Y,7293
8462,2022-02-20,FW517Y,7460
8463,2022-02-21,FW517Y,9724
8464,2022-02-22,FW517Y,7455
8465,2022-02-23,FW517Y,8214
8466,2022-02-24,FW517Y,8071
8467,2022-02-25,FW517Y,7565
8468,2022-02-26,FW517Y,7245
8469,2022-02-27,FW517Y,8691
8470,2022-02-28,FW517Y,8001
8471,2022-03-01,FW517Y,7726
8472,2022-03-02,FW517Y,7261
8473,2022-03-03,FW517Y,8104
8474,2022-03-04,FW517Y,9332
8475,2022-03-05,FW517Y,7416
8476,2022-03-06,FW517Y,7836
8477,2022-03-07,FW517Y,8706
8478,2022-03-08,FW517Y,8121
8479,2022-03-09,FW517Y,9502
8480,2022-03-10,FW517Y,9903
8481,2022-03-11,FW517Y,9254
8482,2022-03-12,FW517Y,8414
8483,2022-03-13,FW517Y,7643
8484,2022-03-14,FW517Y,5999
8485,2022-03-15,FW517Y,5903
8486,2022-03-16,FW517Y,4381
8487,2022-03-17,FW517Y,5683
8488,2022-03-18,FW517Y,6810
8489,2022-03-19,FW517Y,5392
8490,2022-03-20,FW517Y,5181
8491,2022-03-21,FW517Y,5117
8492,2022-03-22,FW517Y,4536
8493,2021-12-31,FW519Y,6429
8494,2022-01-01,FW519Y,4821
8495,2022-01-02,FW519Y,1245
8496,2022-01-03,FW519Y,2289
8497,2022-01-04,FW519Y,3667
8498,2022-01-05,FW519Y,4964
8499,2022-01-06,FW519Y,5785
8500,2022-01-07,FW519Y,5917
8501,2022-01-08,FW519Y,5527
8502,2022-01-09,FW519Y,4841
8503,2022-01-10,FW519Y,4402
8504,2022-01-11,FW519Y,6040
8505,2022-01-12,FW519Y,5963
8506,2022-01-13,FW519Y,5573
8507,2022-01-14,FW519Y,4997
8508,2022-01-15,FW519Y,5518
8509,2022-01-16,FW519Y,5487
8510,2022-01-17,FW519Y,4577
8511,2022-01-18,FW519Y,3889
8512,2022-01-19,FW519Y,5941
8513,2022-01-20,FW519Y,4587
8514,2022-01-21,FW519Y,4622
8515,2022-01-22,FW519Y,3950
8516,2022-01-23,FW519Y,4330
8517,2022-01-24,FW519Y,5398
8518,2022-01-25,FW519Y,4385
8519,2022-01-26,FW519Y,3351
8520,2022-01-27,FW519Y,2089
8521,2022-01-28,FW519Y,1216
8522,2022-01-29,FW519Y,599
8523,2022-01-30,FW519Y,211
8524,2022-01-31,FW519Y,21
8525,2022-02-01,FW519Y,190
8526,2022-02-02,FW519Y,39
8527,2022-02-03,FW519Y,30
8528,2022-02-04,FW519Y,16
8529,2022-02-05,FW519Y,11
8530,2022-02-06,FW519Y,14
8531,2022-02-07,FW519Y,23
8532,2022-02-08,FW519Y,95
8533,2022-02-09,FW519Y,942
8534,2022-02-10,FW519Y,2615
8535,2022-02-11,FW519Y,2847
8536,2022-02-12,FW519Y,4304
8537,2022-02-13,FW519Y,4329
8538,2022-02-14,FW519Y,4183
8539,2022-02-15,FW519Y,3943
8540,2022-02-16,FW519Y,4502
8541,2022-02-17,FW519Y,4622
8542,2022-02-18,FW519Y,3966
8543,2022-02-19,FW519Y,4557
8544,2022-02-20,FW519Y,3884
8545,2022-02-21,FW519Y,5549
8546,2022-02-22,FW519Y,4980
8547,2022-02-23,FW519Y,4897
8548,2022-02-24,FW519Y,5181
8549,2022-02-25,FW519Y,4667
8550,2022-02-26,FW519Y,4424
8551,2022-02-27,FW519Y,4177
8552,2022-02-28,FW519Y,5513
8553,2022-03-01,FW519Y,5870
8554,2022-03-02,FW519Y,5824
8555,2022-03-03,FW519Y,5488
8556,2022-03-04,FW519Y,4904
8557,2022-03-05,FW519Y,8831
8558,2022-03-06,FW519Y,7552
8559,2022-03-07,FW519Y,8924
8560,2022-03-08,FW519Y,11974
8561,2022-03-09,FW519Y,12726
8562,2022-03-10,FW519Y,10376
8563,2022-03-11,FW519Y,11028
8564,2022-03-12,FW519Y,8356
8565,2022-03-13,FW519Y,7049
8566,2022-03-14,FW519Y,4551
8567,2022-03-15,FW519Y,3960
8568,2022-03-16,FW519Y,5852
8569,2022-03-17,FW519Y,6575
8570,2022-03-18,FW519Y,8802
8571,2022-03-19,FW519Y,1003
8572,2022-03-20,FW519Y,321
8573,2022-03-21,FW519Y,245
8574,2022-03-22,FW519Y,296
8575,2021-12-31,FW523Y,8417
8576,2022-01-01,FW523Y,7563
8577,2022-01-02,FW523Y,7742
8578,2022-01-03,FW523Y,6916
8579,2022-01-04,FW523Y,7096
8580,2022-01-05,FW523Y,7376
8581,2022-01-06,FW523Y,9683
8582,2022-01-07,FW523Y,8699
8583,2022-01-08,FW523Y,8529
8584,2022-01-09,FW523Y,8332
8585,2022-01-10,FW523Y,7894
8586,2022-01-11,FW523Y,8307
8587,2022-01-12,FW523Y,8802
8588,2022-01-13,FW523Y,7307
8589,2022-01-14,FW523Y,6825
8590,2022-01-15,FW523Y,5302
8591,2022-01-16,FW523Y,5105
8592,2022-01-17,FW523Y,4650
8593,2022-01-18,FW523Y,5025
