,object_code,predicted_datetime,predict_value,version,input_version,flags,record_time,inc_day,model_version,object_type
2219,FW531Y,2022-03-16,3021.493190469064,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-16,T28-prophet,pickup
2220,FW531Y,2022-03-17,2971.2619875777054,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-17,T28-prophet,pickup
2221,FW531Y,2022-03-18,3605.3812199751446,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-18,T28-prophet,pickup
2222,FW531Y,2022-03-19,2748.0481923375014,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-19,T28-prophet,pickup
2223,FW531Y,2022-03-20,2950.181200830779,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-20,T28-prophet,pickup
2224,FW531Y,2022-03-21,3336.2561545346853,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-21,T28-prophet,pickup
2225,FW531Y,2022-03-22,2582.7388982548514,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-22,T28-prophet,pickup
2226,FW531Y,2022-03-23,2383.997769759999,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-23,T28-prophet,pickup
2227,FW532Y,2022-02-23,6694.189699630297,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-23,T28-prophet,pickup
2228,FW532Y,2022-02-24,7845.124869219091,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-24,T28-prophet,pickup
2229,FW532Y,2022-02-25,7315.986870207474,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-25,T28-prophet,pickup
2230,FW532Y,2022-02-26,7147.466683577521,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-26,T28-prophet,pickup
2231,FW532Y,2022-02-27,6700.418596664519,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-27,T28-prophet,pickup
2232,FW532Y,2022-02-28,6166.217051994386,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-28,T28-prophet,pickup
2233,FW532Y,2022-03-01,5774.910005095904,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-01,T28-prophet,pickup
2234,FW532Y,2022-03-02,5858.733705701636,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-02,T28-prophet,pickup
2235,FW532Y,2022-03-03,7009.6688752882,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-03,T28-prophet,pickup
2236,FW532Y,2022-03-04,6480.530876277482,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-04,T28-prophet,pickup
2237,FW532Y,2022-03-05,6312.0106896478665,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-05,T28-prophet,pickup
2238,FW532Y,2022-03-06,5864.962602735526,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-06,T28-prophet,pickup
2239,FW532Y,2022-03-07,5330.761058065905,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-07,T28-prophet,pickup
2240,FW532Y,2022-03-08,4939.454011166952,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-08,T28-prophet,pickup
2241,FW532Y,2022-03-09,5023.2777117690885,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-09,T28-prophet,pickup
2242,FW532Y,2022-03-10,6174.212881359378,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-10,T28-prophet,pickup
2243,FW532Y,2022-03-11,5645.07488234879,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-11,T28-prophet,pickup
2244,FW532Y,2022-03-12,5476.554695719414,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-12,T28-prophet,pickup
2245,FW532Y,2022-03-13,5029.506608805016,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-13,T28-prophet,pickup
2246,FW532Y,2022-03-14,4495.305064138416,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-14,T28-prophet,pickup
2247,FW532Y,2022-03-15,4103.99801723676,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-15,T28-prophet,pickup
2248,FW532Y,2022-03-16,4187.821717840428,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-16,T28-prophet,pickup
2249,FW532Y,2022-03-17,5338.756887430557,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-17,T28-prophet,pickup
2250,FW532Y,2022-03-18,4809.618888418799,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-18,T28-prophet,pickup
2251,FW532Y,2022-03-19,4641.09870178976,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-19,T28-prophet,pickup
2252,FW532Y,2022-03-20,4194.050614874508,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-20,T28-prophet,pickup
2253,FW532Y,2022-03-21,3659.8490702084023,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-21,T28-prophet,pickup
2254,FW532Y,2022-03-22,3268.5420233090463,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-22,T28-prophet,pickup
2255,FW532Y,2022-03-23,3352.3657239117674,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-23,T28-prophet,pickup
2256,FW533Y,2022-02-23,2491.0375683082584,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-23,T28-prophet,pickup
2257,FW533Y,2022-02-24,2649.2954556487207,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-24,T28-prophet,pickup
2258,FW533Y,2022-02-25,2442.110996442452,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-25,T28-prophet,pickup
2259,FW533Y,2022-02-26,2557.499454565588,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-26,T28-prophet,pickup
2260,FW533Y,2022-02-27,2325.9114821581393,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-27,T28-prophet,pickup
2261,FW533Y,2022-02-28,2438.175725646049,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-28,T28-prophet,pickup
2262,FW533Y,2022-03-01,2513.3812709921576,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-01,T28-prophet,pickup
2263,FW533Y,2022-03-02,2513.0431610429846,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-02,T28-prophet,pickup
2264,FW533Y,2022-03-03,2671.3010483836524,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-03,T28-prophet,pickup
2265,FW533Y,2022-03-04,2464.1165891772866,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-04,T28-prophet,pickup
2266,FW533Y,2022-03-05,2579.505047300292,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-05,T28-prophet,pickup
2267,FW533Y,2022-03-06,2347.91707489306,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-06,T28-prophet,pickup
2268,FW533Y,2022-03-07,2460.181318381456,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-07,T28-prophet,pickup
2269,FW533Y,2022-03-08,2535.386863727217,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-08,T28-prophet,pickup
2270,FW533Y,2022-03-09,2535.048753777554,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-09,T28-prophet,pickup
2271,FW533Y,2022-03-10,2693.3066411185623,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-10,T28-prophet,pickup
2272,FW533Y,2022-03-11,2486.1221819120137,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-11,T28-prophet,pickup
2273,FW533Y,2022-03-12,2601.5106400352565,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-12,T28-prophet,pickup
2274,FW533Y,2022-03-13,2369.9226676274584,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-13,T28-prophet,pickup
2275,FW533Y,2022-03-14,2482.1869111159194,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-14,T28-prophet,pickup
2276,FW533Y,2022-03-15,2557.3924564615695,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-15,T28-prophet,pickup
2277,FW533Y,2022-03-16,2557.0543465122805,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-16,T28-prophet,pickup
2278,FW533Y,2022-03-17,2715.3122338534718,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-17,T28-prophet,pickup
2279,FW533Y,2022-03-18,2508.127774646849,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-18,T28-prophet,pickup
2280,FW533Y,2022-03-19,2623.5162327699613,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-19,T28-prophet,pickup
2281,FW533Y,2022-03-20,2391.9282603618553,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-20,T28-prophet,pickup
2282,FW533Y,2022-03-21,2504.1925038506433,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-21,T28-prophet,pickup
2283,FW533Y,2022-03-22,2579.398049197335,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-22,T28-prophet,pickup
2284,FW533Y,2022-03-23,2579.0599392470062,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-23,T28-prophet,pickup
2285,FW534Y,2022-02-23,1348.8616268175135,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-23,T28-prophet,pickup
2286,FW534Y,2022-02-24,1375.9950205089763,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-24,T28-prophet,pickup
2287,FW534Y,2022-02-25,1534.400080914298,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-25,T28-prophet,pickup
2288,FW534Y,2022-02-26,1581.3901992770914,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-26,T28-prophet,pickup
2289,FW534Y,2022-02-27,1642.1306003296677,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-27,T28-prophet,pickup
2290,FW534Y,2022-02-28,1604.2430186737558,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-28,T28-prophet,pickup
2291,FW534Y,2022-03-01,1683.2852656945265,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-01,T28-prophet,pickup
2292,FW534Y,2022-03-02,1403.9644347593155,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-02,T28-prophet,pickup
2293,FW534Y,2022-03-03,1431.097828450415,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-03,T28-prophet,pickup
2294,FW534Y,2022-03-04,1589.502888855976,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-04,T28-prophet,pickup
2295,FW534Y,2022-03-05,1636.49300721887,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-05,T28-prophet,pickup
2296,FW534Y,2022-03-06,1697.2334082715956,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-06,T28-prophet,pickup
2297,FW534Y,2022-03-07,1659.3458266157088,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-07,T28-prophet,pickup
2298,FW534Y,2022-03-08,1738.3880736362582,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-08,T28-prophet,pickup
2299,FW534Y,2022-03-09,1459.0672427018208,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-09,T28-prophet,pickup
2300,FW534Y,2022-03-10,1486.2006363922735,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-10,T28-prophet,pickup
2301,FW534Y,2022-03-11,1644.6056967984505,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-11,T28-prophet,pickup
2302,FW534Y,2022-03-12,1691.595815160994,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-12,T28-prophet,pickup
2303,FW534Y,2022-03-13,1752.3362162133008,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-13,T28-prophet,pickup
2304,FW534Y,2022-03-14,1714.4486345573785,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-14,T28-prophet,pickup
2305,FW534Y,2022-03-15,1793.4908815781105,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-15,T28-prophet,pickup
2306,FW534Y,2022-03-16,1514.1700506436227,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-16,T28-prophet,pickup
2307,FW534Y,2022-03-17,1541.3034443341323,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-17,T28-prophet,pickup
2308,FW534Y,2022-03-18,1699.7085047401283,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-18,T28-prophet,pickup
2309,FW534Y,2022-03-19,1746.6986231027727,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-19,T28-prophet,pickup
2310,FW534Y,2022-03-20,1807.4390241550059,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-20,T28-prophet,pickup
2311,FW534Y,2022-03-21,1769.5514424992734,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-21,T28-prophet,pickup
2312,FW534Y,2022-03-22,1848.5936895197224,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-22,T28-prophet,pickup
2313,FW534Y,2022-03-23,1569.2728585854247,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-23,T28-prophet,pickup
2314,FW535Y,2022-02-23,5255.161649488733,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-23,T28-prophet,pickup
2315,FW535Y,2022-02-24,5854.727645126387,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-24,T28-prophet,pickup
2316,FW535Y,2022-02-25,5427.908440738627,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-25,T28-prophet,pickup
2317,FW535Y,2022-02-26,5157.123835006151,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-26,T28-prophet,pickup
2318,FW535Y,2022-02-27,5292.0417303986405,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-27,T28-prophet,pickup
2319,FW535Y,2022-02-28,5072.703920636409,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-28,T28-prophet,pickup
2320,FW535Y,2022-03-01,4992.776375032719,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-01,T28-prophet,pickup
2321,FW535Y,2022-03-02,4670.9164199546385,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-02,T28-prophet,pickup
2322,FW535Y,2022-03-03,5270.482415591151,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-03,T28-prophet,pickup
2323,FW535Y,2022-03-04,4843.6632112031,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-04,T28-prophet,pickup
2324,FW535Y,2022-03-05,4572.878605471405,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-05,T28-prophet,pickup
2325,FW535Y,2022-03-06,4707.796500864666,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-06,T28-prophet,pickup
2326,FW535Y,2022-03-07,4488.45869110248,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-07,T28-prophet,pickup
2327,FW535Y,2022-03-08,4408.531145498221,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-08,T28-prophet,pickup
2328,FW535Y,2022-03-09,4086.671190419013,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-09,T28-prophet,pickup
2329,FW535Y,2022-03-10,4686.23718605671,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-10,T28-prophet,pickup
2330,FW535Y,2022-03-11,4259.41798166975,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-11,T28-prophet,pickup
2331,FW535Y,2022-03-12,3988.633375937896,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-12,T28-prophet,pickup
2332,FW535Y,2022-03-13,4123.551271329547,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-13,T28-prophet,pickup
2333,FW535Y,2022-03-14,3904.2134615685236,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-14,T28-prophet,pickup
2334,FW535Y,2022-03-15,3824.285915963382,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-15,T28-prophet,pickup
2335,FW535Y,2022-03-16,3502.425960884918,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-16,T28-prophet,pickup
2336,FW535Y,2022-03-17,4101.991956522269,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-17,T28-prophet,pickup
2337,FW535Y,2022-03-18,3675.172752134223,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-18,T28-prophet,pickup
2338,FW535Y,2022-03-19,3404.388146403149,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-19,T28-prophet,pickup
2339,FW535Y,2022-03-20,3539.3060417944275,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-20,T28-prophet,pickup
2340,FW535Y,2022-03-21,3319.968232033769,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-21,T28-prophet,pickup
2341,FW535Y,2022-03-22,3240.040686429223,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-22,T28-prophet,pickup
2342,FW535Y,2022-03-23,2918.1807313508216,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-23,T28-prophet,pickup
2343,FW536Y,2022-02-23,4867.2598817094595,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-23,T28-prophet,pickup
2344,FW536Y,2022-02-24,5136.542010291836,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-24,T28-prophet,pickup
2345,FW536Y,2022-02-25,4827.148274603936,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-25,T28-prophet,pickup
2346,FW536Y,2022-02-26,4807.101380580731,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-26,T28-prophet,pickup
2347,FW536Y,2022-02-27,5192.518105411282,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-27,T28-prophet,pickup
2348,FW536Y,2022-02-28,5147.264746821768,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-28,T28-prophet,pickup
2349,FW536Y,2022-03-01,5116.279251708148,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-01,T28-prophet,pickup
2350,FW536Y,2022-03-02,5080.507603323609,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-02,T28-prophet,pickup
2351,FW536Y,2022-03-03,5349.789731906016,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-03,T28-prophet,pickup
2352,FW536Y,2022-03-04,5040.395996217243,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-04,T28-prophet,pickup
2353,FW536Y,2022-03-05,5020.349102194684,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-05,T28-prophet,pickup
2354,FW536Y,2022-03-06,5405.7658270255415,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-06,T28-prophet,pickup
2355,FW536Y,2022-03-07,5360.512468435822,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-07,T28-prophet,pickup
2356,FW536Y,2022-03-08,5329.526973322035,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-08,T28-prophet,pickup
2357,FW536Y,2022-03-09,5293.755324936878,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-09,T28-prophet,pickup
2358,FW536Y,2022-03-10,5563.037453519795,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-10,T28-prophet,pickup
2359,FW536Y,2022-03-11,5253.643717831665,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-11,T28-prophet,pickup
2360,FW536Y,2022-03-12,5233.596823809227,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-12,T28-prophet,pickup
2361,FW536Y,2022-03-13,5619.013548639297,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-13,T28-prophet,pickup
2362,FW536Y,2022-03-14,5573.760190050326,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-14,T28-prophet,pickup
2363,FW536Y,2022-03-15,5542.774694935851,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-15,T28-prophet,pickup
2364,FW536Y,2022-03-16,5507.003046551029,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-16,T28-prophet,pickup
2365,FW536Y,2022-03-17,5776.285175133575,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-17,T28-prophet,pickup
2366,FW536Y,2022-03-18,5466.89143944497,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-18,T28-prophet,pickup
2367,FW536Y,2022-03-19,5446.84454542318,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-19,T28-prophet,pickup
2368,FW536Y,2022-03-20,5832.261270253053,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-20,T28-prophet,pickup
2369,FW536Y,2022-03-21,5787.007911664062,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-21,T28-prophet,pickup
2370,FW536Y,2022-03-22,5756.022416549808,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-22,T28-prophet,pickup
2371,FW536Y,2022-03-23,5720.2507681651805,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-23,T28-prophet,pickup
2372,FW537Y,2022-02-23,2840.5080274702614,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-23,T28-prophet,pickup
2373,FW537Y,2022-02-24,2663.804577516558,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-24,T28-prophet,pickup
2374,FW537Y,2022-02-25,2640.487335983566,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-25,T28-prophet,pickup
2375,FW537Y,2022-02-26,2625.751042954567,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-26,T28-prophet,pickup
2376,FW537Y,2022-02-27,2515.0249703387385,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-27,T28-prophet,pickup
2377,FW537Y,2022-02-28,2673.6384738988136,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-28,T28-prophet,pickup
2378,FW537Y,2022-03-01,2927.4848544437623,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-01,T28-prophet,pickup
2379,FW537Y,2022-03-02,2770.609201632746,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-02,T28-prophet,pickup
2380,FW537Y,2022-03-03,2593.9057516795115,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-03,T28-prophet,pickup
2381,FW537Y,2022-03-04,2570.5885101462145,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-04,T28-prophet,pickup
2382,FW537Y,2022-03-05,2555.8522171171294,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-05,T28-prophet,pickup
2383,FW537Y,2022-03-06,2445.1261445014493,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-06,T28-prophet,pickup
2384,FW537Y,2022-03-07,2603.7396480618017,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-07,T28-prophet,pickup
2385,FW537Y,2022-03-08,2857.5860286065163,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-08,T28-prophet,pickup
2386,FW537Y,2022-03-09,2700.710375796247,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-09,T28-prophet,pickup
2387,FW537Y,2022-03-10,2524.0069258421136,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-10,T28-prophet,pickup
2388,FW537Y,2022-03-11,2500.6896843090367,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-11,T28-prophet,pickup
2389,FW537Y,2022-03-12,2485.953391279813,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-12,T28-prophet,pickup
2390,FW537Y,2022-03-13,2375.2273186640277,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-13,T28-prophet,pickup
2391,FW537Y,2022-03-14,2533.8408222234407,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-14,T28-prophet,pickup
2392,FW537Y,2022-03-15,2787.6872027691925,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-15,T28-prophet,pickup
2393,FW537Y,2022-03-16,2630.811549958731,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-16,T28-prophet,pickup
2394,FW537Y,2022-03-17,2454.108100004717,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-17,T28-prophet,pickup
2395,FW537Y,2022-03-18,2430.7908584716856,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-18,T28-prophet,pickup
2396,FW537Y,2022-03-19,2416.054565442375,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-19,T28-prophet,pickup
2397,FW537Y,2022-03-20,2305.328492826606,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-20,T28-prophet,pickup
2398,FW537Y,2022-03-21,2463.941996386313,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-21,T28-prophet,pickup
2399,FW537Y,2022-03-22,2717.7883769320247,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-22,T28-prophet,pickup
2400,FW537Y,2022-03-23,2560.912724121216,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-23,T28-prophet,pickup
2401,FW538Y,2022-02-23,1582.9652462023666,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-23,T28-prophet,pickup
2402,FW538Y,2022-02-24,1682.8505053207627,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-24,T28-prophet,pickup
2403,FW538Y,2022-02-25,1934.680168566831,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-25,T28-prophet,pickup
2404,FW538Y,2022-02-26,1522.301125369503,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-26,T28-prophet,pickup
2405,FW538Y,2022-02-27,1946.7125159424531,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-27,T28-prophet,pickup
2406,FW538Y,2022-02-28,1776.018838378111,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-28,T28-prophet,pickup
2407,FW538Y,2022-03-01,1518.1052006737254,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-01,T28-prophet,pickup
2408,FW538Y,2022-03-02,1351.0684436161412,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-02,T28-prophet,pickup
2409,FW538Y,2022-03-03,1450.9537027331905,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-03,T28-prophet,pickup
2410,FW538Y,2022-03-04,1702.7833659798505,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-04,T28-prophet,pickup
2411,FW538Y,2022-03-05,1290.404322782968,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-05,T28-prophet,pickup
2412,FW538Y,2022-03-06,1714.815713355974,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-06,T28-prophet,pickup
2413,FW538Y,2022-03-07,1544.1220357907773,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-07,T28-prophet,pickup
2414,FW538Y,2022-03-08,1286.2083980866596,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-08,T28-prophet,pickup
2415,FW538Y,2022-03-09,1119.1716410293739,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-09,T28-prophet,pickup
2416,FW538Y,2022-03-10,1219.056900146633,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-10,T28-prophet,pickup
2417,FW538Y,2022-03-11,1470.8865633937423,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-11,T28-prophet,pickup
2418,FW538Y,2022-03-12,1058.507520196408,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-12,T28-prophet,pickup
2419,FW538Y,2022-03-13,1482.9189107699758,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-13,T28-prophet,pickup
2420,FW538Y,2022-03-14,1312.2252332049832,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-14,T28-prophet,pickup
2421,FW538Y,2022-03-15,1054.3115955006288,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-15,T28-prophet,pickup
2422,FW538Y,2022-03-16,887.2748384431483,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-16,T28-prophet,pickup
2423,FW538Y,2022-03-17,987.1600975600755,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-17,T28-prophet,pickup
2424,FW538Y,2022-03-18,1238.9897608067615,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-18,T28-prophet,pickup
2425,FW538Y,2022-03-19,826.6107176098728,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-19,T28-prophet,pickup
2426,FW538Y,2022-03-20,1251.0221081839775,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-20,T28-prophet,pickup
2427,FW538Y,2022-03-21,1080.3284306184898,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-21,T28-prophet,pickup
2428,FW538Y,2022-03-22,822.4147929125269,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-22,T28-prophet,pickup
