,object_code,predicted_datetime,predict_value,version,input_version,flags,record_time,inc_day,model_version,object_type
1422,871Y,2022-02-24,427579.2746606559,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-24,T28-prophet,pickup
1423,871Y,2022-02-25,426748.7111131333,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-25,T28-prophet,pickup
1424,871Y,2022-02-26,402439.82701278484,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-26,T28-prophet,pickup
1425,871Y,2022-02-27,387306.141080752,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-27,T28-prophet,pickup
1426,871Y,2022-02-28,402207.5553069471,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-28,T28-prophet,pickup
1427,871Y,2022-03-01,381061.2919818605,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-01,T28-prophet,pickup
1428,871Y,2022-03-02,412327.1077554881,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-02,T28-prophet,pickup
1429,871Y,2022-03-03,422213.4708918365,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-03,T28-prophet,pickup
1430,871Y,2022-03-04,421382.90734437597,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-04,T28-prophet,pickup
1431,871Y,2022-03-05,397074.02324399597,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-05,T28-prophet,pickup
1432,871Y,2022-03-06,381940.33731195296,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-06,T28-prophet,pickup
1433,871Y,2022-03-07,396841.7515381355,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-07,T28-prophet,pickup
1434,871Y,2022-03-08,375695.488213073,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-08,T28-prophet,pickup
1435,871Y,2022-03-09,406961.3039866034,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-09,T28-prophet,pickup
1436,871Y,2022-03-10,416847.66712306783,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-10,T28-prophet,pickup
1437,871Y,2022-03-11,416017.1035754898,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-11,T28-prophet,pickup
1438,871Y,2022-03-12,391708.21947514423,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-12,T28-prophet,pickup
1439,871Y,2022-03-13,376574.5335432028,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-13,T28-prophet,pickup
1440,871Y,2022-03-14,391475.947769361,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-14,T28-prophet,pickup
1441,871Y,2022-03-15,370329.68444428203,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-15,T28-prophet,pickup
1442,871Y,2022-03-16,401595.50021782564,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-16,T28-prophet,pickup
1443,871Y,2022-03-17,411481.863354299,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-17,T28-prophet,pickup
1444,871Y,2022-03-18,410651.29980673245,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-18,T28-prophet,pickup
1445,871Y,2022-03-19,386342.41570635536,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-19,T28-prophet,pickup
1446,871Y,2022-03-20,371208.7297744526,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-20,T28-prophet,pickup
1447,871Y,2022-03-21,386110.14400057454,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-21,T28-prophet,pickup
1448,871Y,2022-03-22,364963.88067549805,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-22,T28-prophet,pickup
1449,871Y,2022-03-23,396229.6964490478,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-23,T28-prophet,pickup
1450,888Y,2022-02-23,77617.40669683582,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-23,T28-prophet,pickup
1451,888Y,2022-02-24,76329.44532335606,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-24,T28-prophet,pickup
1452,888Y,2022-02-25,79020.41287519237,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-25,T28-prophet,pickup
1453,888Y,2022-02-26,75635.52153026298,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-26,T28-prophet,pickup
1454,888Y,2022-02-27,76997.27902409193,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-27,T28-prophet,pickup
1455,888Y,2022-02-28,69569.11217630145,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-28,T28-prophet,pickup
1456,888Y,2022-03-01,66780.95034028932,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-01,T28-prophet,pickup
1457,888Y,2022-03-02,69017.68829547674,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-02,T28-prophet,pickup
1458,888Y,2022-03-03,67729.72692198673,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-03,T28-prophet,pickup
1459,888Y,2022-03-04,70420.69447382717,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-04,T28-prophet,pickup
1460,888Y,2022-03-05,67035.80312890063,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-05,T28-prophet,pickup
1461,888Y,2022-03-06,68397.56062272376,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-06,T28-prophet,pickup
1462,888Y,2022-03-07,60969.39377492474,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-07,T28-prophet,pickup
1463,888Y,2022-03-08,58181.23193892262,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-08,T28-prophet,pickup
1464,888Y,2022-03-09,60417.96989410431,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-09,T28-prophet,pickup
1465,888Y,2022-03-10,59130.00852062162,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-10,T28-prophet,pickup
1466,888Y,2022-03-11,61820.97607246646,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-11,T28-prophet,pickup
1467,888Y,2022-03-12,58436.0847275346,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-12,T28-prophet,pickup
1468,888Y,2022-03-13,59797.84222136439,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-13,T28-prophet,pickup
1469,888Y,2022-03-14,53870.19,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-14,T28-prophet,pickup
1470,888Y,2022-03-15,53870.19,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-15,T28-prophet,pickup
1471,888Y,2022-03-16,53870.19,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-16,T28-prophet,pickup
1472,888Y,2022-03-17,53870.19,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-17,T28-prophet,pickup
1473,888Y,2022-03-18,53870.19,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-18,T28-prophet,pickup
1474,888Y,2022-03-19,53870.19,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-19,T28-prophet,pickup
1475,888Y,2022-03-20,53870.19,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-20,T28-prophet,pickup
1476,888Y,2022-03-21,53870.19,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-21,T28-prophet,pickup
1477,888Y,2022-03-22,53870.19,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-22,T28-prophet,pickup
1478,888Y,2022-03-23,53870.19,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-23,T28-prophet,pickup
1479,898Y,2022-02-23,198514.56245513854,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-23,T28-prophet,pickup
1480,898Y,2022-02-24,198603.77364341656,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-24,T28-prophet,pickup
1481,898Y,2022-02-25,198988.63155417758,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-25,T28-prophet,pickup
1482,898Y,2022-02-26,184979.9198032857,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-26,T28-prophet,pickup
1483,898Y,2022-02-27,177650.29843412453,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-27,T28-prophet,pickup
1484,898Y,2022-02-28,184231.01736411324,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-28,T28-prophet,pickup
1485,898Y,2022-03-01,180444.93863886961,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-01,T28-prophet,pickup
1486,898Y,2022-03-02,197246.62765190605,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-02,T28-prophet,pickup
1487,898Y,2022-03-03,197335.8388401736,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-03,T28-prophet,pickup
1488,898Y,2022-03-04,197720.6967509527,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-04,T28-prophet,pickup
1489,898Y,2022-03-05,183711.98500004676,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-05,T28-prophet,pickup
1490,898Y,2022-03-06,176382.36363087906,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-06,T28-prophet,pickup
1491,898Y,2022-03-07,182963.08256086172,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-07,T28-prophet,pickup
1492,898Y,2022-03-08,179177.00383563386,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-08,T28-prophet,pickup
1493,898Y,2022-03-09,195978.6928486314,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-09,T28-prophet,pickup
1494,898Y,2022-03-10,196067.9040369414,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-10,T28-prophet,pickup
1495,898Y,2022-03-11,196452.76194767165,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-11,T28-prophet,pickup
1496,898Y,2022-03-12,182444.0501967767,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-12,T28-prophet,pickup
1497,898Y,2022-03-13,175114.4288276617,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-13,T28-prophet,pickup
1498,898Y,2022-03-14,181695.14775761848,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-14,T28-prophet,pickup
1499,898Y,2022-03-15,177909.06903240498,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-15,T28-prophet,pickup
1500,898Y,2022-03-16,194710.75804539892,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-16,T28-prophet,pickup
1501,898Y,2022-03-17,194799.9692337092,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-17,T28-prophet,pickup
1502,898Y,2022-03-18,195184.82714444678,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-18,T28-prophet,pickup
1503,898Y,2022-03-19,181176.11539353774,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-19,T28-prophet,pickup
1504,898Y,2022-03-20,173846.4940244443,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-20,T28-prophet,pickup
1505,898Y,2022-03-21,180427.21295438637,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-21,T28-prophet,pickup
1506,898Y,2022-03-22,176641.1342291623,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-22,T28-prophet,pickup
1507,898Y,2022-03-23,193442.82324216643,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-23,T28-prophet,pickup
1508,931Y,2022-02-23,293571.2787739371,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-23,T28-prophet,pickup
1509,931Y,2022-02-24,294254.90764547326,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-24,T28-prophet,pickup
1510,931Y,2022-02-25,300904.6584013779,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-25,T28-prophet,pickup
1511,931Y,2022-02-26,288410.3972361975,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-26,T28-prophet,pickup
1512,931Y,2022-02-27,272296.45256207924,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-27,T28-prophet,pickup
1513,931Y,2022-02-28,286946.18971742113,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-28,T28-prophet,pickup
1514,931Y,2022-03-01,287264.99346887035,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-01,T28-prophet,pickup
1515,931Y,2022-03-02,293294.5466330365,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-02,T28-prophet,pickup
1516,931Y,2022-03-03,293978.17550455034,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-03,T28-prophet,pickup
1517,931Y,2022-03-04,300627.92626049934,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-04,T28-prophet,pickup
1518,931Y,2022-03-05,288133.66509529285,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-05,T28-prophet,pickup
1519,931Y,2022-03-06,272019.7204211768,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-06,T28-prophet,pickup
1520,931Y,2022-03-07,286669.45757652697,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-07,T28-prophet,pickup
1521,931Y,2022-03-08,286988.2613279753,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-08,T28-prophet,pickup
1522,931Y,2022-03-09,293017.81449213414,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-09,T28-prophet,pickup
1523,931Y,2022-03-10,293701.4433636658,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-10,T28-prophet,pickup
1524,931Y,2022-03-11,300351.194119564,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-11,T28-prophet,pickup
1525,931Y,2022-03-12,287856.9329543617,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-12,T28-prophet,pickup
1526,931Y,2022-03-13,271742.9882802937,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-13,T28-prophet,pickup
1527,931Y,2022-03-14,286392.72543558985,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-14,T28-prophet,pickup
1528,931Y,2022-03-15,286711.5291870758,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-15,T28-prophet,pickup
1529,931Y,2022-03-16,292741.08235123364,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-16,T28-prophet,pickup
1530,931Y,2022-03-17,293424.7112227812,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-17,T28-prophet,pickup
1531,931Y,2022-03-18,300074.46197868546,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-18,T28-prophet,pickup
1532,931Y,2022-03-19,287580.200813457,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-19,T28-prophet,pickup
1533,931Y,2022-03-20,271466.25613941054,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-20,T28-prophet,pickup
1534,931Y,2022-03-21,286115.99329470383,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-21,T28-prophet,pickup
1535,931Y,2022-03-22,286434.79704618524,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-22,T28-prophet,pickup
1536,931Y,2022-03-23,292464.3502103331,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-23,T28-prophet,pickup
1537,991Y,2022-02-23,222041.7661827772,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-23,T28-prophet,pickup
1538,991Y,2022-02-24,222309.1892997896,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-24,T28-prophet,pickup
1539,991Y,2022-02-25,219619.39787609442,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-25,T28-prophet,pickup
1540,991Y,2022-02-26,204580.60869181313,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-26,T28-prophet,pickup
1541,991Y,2022-02-27,201220.69551456993,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-27,T28-prophet,pickup
1542,991Y,2022-02-28,235991.9510099357,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-28,T28-prophet,pickup
1543,991Y,2022-03-01,217489.16707737953,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-01,T28-prophet,pickup
1544,991Y,2022-03-02,219859.66658030052,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-02,T28-prophet,pickup
1545,991Y,2022-03-03,220127.08969730392,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-03,T28-prophet,pickup
1546,991Y,2022-03-04,217437.2982736536,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-04,T28-prophet,pickup
1547,991Y,2022-03-05,202398.50908934636,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-05,T28-prophet,pickup
1548,991Y,2022-03-06,199038.59591211108,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-06,T28-prophet,pickup
1549,991Y,2022-03-07,233809.85140747012,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-07,T28-prophet,pickup
1550,991Y,2022-03-08,215307.06747490383,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-08,T28-prophet,pickup
1551,991Y,2022-03-09,217677.56697782013,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-09,T28-prophet,pickup
1552,991Y,2022-03-10,217944.9900948528,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-10,T28-prophet,pickup
1553,991Y,2022-03-11,215255.1986711063,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-11,T28-prophet,pickup
1554,991Y,2022-03-12,200216.4094868339,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-12,T28-prophet,pickup
1555,991Y,2022-03-13,196856.4963096814,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-13,T28-prophet,pickup
1556,991Y,2022-03-14,231627.75180496435,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-14,T28-prophet,pickup
1557,991Y,2022-03-15,213124.96787241116,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-15,T28-prophet,pickup
1558,991Y,2022-03-16,215495.4673753435,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-16,T28-prophet,pickup
1559,991Y,2022-03-17,215762.89049240164,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-17,T28-prophet,pickup
1560,991Y,2022-03-18,213073.0990686655,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-18,T28-prophet,pickup
1561,991Y,2022-03-19,198034.3098843672,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-19,T28-prophet,pickup
1562,991Y,2022-03-20,194674.39670725167,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-20,T28-prophet,pickup
1563,991Y,2022-03-21,229445.65220250556,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-21,T28-prophet,pickup
1564,991Y,2022-03-22,210942.86826995233,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-22,T28-prophet,pickup
1565,991Y,2022-03-23,213313.36777286686,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-23,T28-prophet,pickup
1566,999Y,2022-02-23,1503.4631723595576,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-23,T28-prophet,pickup
1567,999Y,2022-02-24,1310.9057135869853,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-24,T28-prophet,pickup
1568,999Y,2022-02-25,1240.5410133379314,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-25,T28-prophet,pickup
1569,999Y,2022-02-26,1236.3931662024052,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-26,T28-prophet,pickup
1570,999Y,2022-02-27,1170.1515851001122,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-27,T28-prophet,pickup
1571,999Y,2022-02-28,1398.7812114594592,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-28,T28-prophet,pickup
1572,999Y,2022-03-01,1251.9608771799155,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-01,T28-prophet,pickup
1573,999Y,2022-03-02,1491.2357831037016,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-02,T28-prophet,pickup
1574,999Y,2022-03-03,1298.678324331756,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-03,T28-prophet,pickup
1575,999Y,2022-03-04,1228.3136240826805,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-04,T28-prophet,pickup
1576,999Y,2022-03-05,1224.1657769468197,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-05,T28-prophet,pickup
1577,999Y,2022-03-06,1157.9241958442776,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-06,T28-prophet,pickup
1578,999Y,2022-03-07,1386.5538222035675,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-07,T28-prophet,pickup
1579,999Y,2022-03-08,1239.7334879242321,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-08,T28-prophet,pickup
1580,999Y,2022-03-09,1479.0083938477967,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-09,T28-prophet,pickup
1581,999Y,2022-03-10,1286.4509350760584,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-10,T28-prophet,pickup
1582,999Y,2022-03-11,1216.0862348259086,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-11,T28-prophet,pickup
1583,999Y,2022-03-12,1211.9383876905313,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-12,T28-prophet,pickup
1584,999Y,2022-03-13,1145.6968065889496,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-13,T28-prophet,pickup
1585,999Y,2022-03-14,1374.3264329476947,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-14,T28-prophet,pickup
1586,999Y,2022-03-15,1227.50609866842,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-15,T28-prophet,pickup
1587,999Y,2022-03-16,1466.7810045919407,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-16,T28-prophet,pickup
1588,999Y,2022-03-17,1274.2235458203606,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-17,T28-prophet,pickup
1589,999Y,2022-03-18,1203.858845570657,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-18,T28-prophet,pickup
1590,999Y,2022-03-19,1199.7109984349456,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-19,T28-prophet,pickup
1591,999Y,2022-03-20,1133.4694173336215,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-20,T28-prophet,pickup
1592,999Y,2022-03-21,1362.0990436920124,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-21,T28-prophet,pickup
1593,999Y,2022-03-22,1215.2787094128655,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-22,T28-prophet,pickup
1594,999Y,2022-03-23,1454.5536153360845,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-23,T28-prophet,pickup
1595,CN06,2022-02-23,47897.94521411889,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-23,T28-prophet,pickup
1596,CN06,2022-02-24,51318.99398687037,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-24,T28-prophet,pickup
1597,CN06,2022-02-25,63073.617510635915,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-25,T28-prophet,pickup
1598,CN06,2022-02-26,51133.06925818195,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-26,T28-prophet,pickup
1599,CN06,2022-02-27,9104.975,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-27,T28-prophet,pickup
1600,CN06,2022-02-28,28579.443580291874,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-28,T28-prophet,pickup
1601,CN06,2022-03-01,40993.48775566584,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-01,T28-prophet,pickup
1602,CN06,2022-03-02,44668.594105428885,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-02,T28-prophet,pickup
1603,CN06,2022-03-03,48089.64287814762,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-03,T28-prophet,pickup
1604,CN06,2022-03-04,59844.2664020189,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-04,T28-prophet,pickup
1605,CN06,2022-03-05,47903.71814948872,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-05,T28-prophet,pickup
1606,CN06,2022-03-06,9104.975,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-06,T28-prophet,pickup
1607,CN06,2022-03-07,25350.092471674325,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-07,T28-prophet,pickup
1608,CN06,2022-03-08,37764.136647019346,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-08,T28-prophet,pickup
1609,CN06,2022-03-09,41439.24299678045,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-09,T28-prophet,pickup
1610,CN06,2022-03-10,44860.29176951419,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-10,T28-prophet,pickup
1611,CN06,2022-03-11,56614.915293279475,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-11,T28-prophet,pickup
1612,CN06,2022-03-12,44674.36704075846,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-12,T28-prophet,pickup
1613,CN06,2022-03-13,9104.975,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-13,T28-prophet,pickup
1614,CN06,2022-03-14,22120.741362876244,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-14,T28-prophet,pickup
1615,CN06,2022-03-15,34534.78553831853,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-15,T28-prophet,pickup
1616,CN06,2022-03-16,38209.89188809044,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-16,T28-prophet,pickup
1617,CN06,2022-03-17,41630.94066088074,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-17,T28-prophet,pickup
1618,CN07,2022-02-23,191815.5341039394,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-23,T28-prophet,pickup
1619,CN07,2022-02-24,193240.07517085577,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-24,T28-prophet,pickup
1620,CN07,2022-02-25,196320.0083809338,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-25,T28-prophet,pickup
1621,CN07,2022-02-26,112533.71622275608,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-26,T28-prophet,pickup
1622,CN07,2022-02-27,29197.08,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-27,T28-prophet,pickup
1623,CN07,2022-02-28,230149.67895257153,1,T+28,1,2023-07-05 17:34:12.604853,2022-02-28,T28-prophet,pickup
1624,CN07,2022-03-01,183395.4058063952,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-01,T28-prophet,pickup
1625,CN07,2022-03-02,187201.60295027858,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-02,T28-prophet,pickup
1626,CN07,2022-03-03,188626.1440171326,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-03,T28-prophet,pickup
1627,CN07,2022-03-04,191706.07722756694,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-04,T28-prophet,pickup
1628,CN07,2022-03-05,107919.78506914192,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-05,T28-prophet,pickup
1629,CN07,2022-03-06,29197.08,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-06,T28-prophet,pickup
1630,CN07,2022-03-07,225535.74779912826,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-07,T28-prophet,pickup
1631,CN07,2022-03-08,178781.47465283127,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-08,T28-prophet,pickup
1632,CN07,2022-03-09,182587.67179673878,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-09,T28-prophet,pickup
1633,CN07,2022-03-10,184012.21286369313,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-10,T28-prophet,pickup
1634,CN07,2022-03-11,187092.14607353002,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-11,T28-prophet,pickup
1635,CN07,2022-03-12,103305.85391527542,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-12,T28-prophet,pickup
1636,CN07,2022-03-13,29197.08,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-13,T28-prophet,pickup
1637,CN07,2022-03-14,220921.81664510083,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-14,T28-prophet,pickup
1638,CN07,2022-03-15,174167.54349908163,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-15,T28-prophet,pickup
1639,CN07,2022-03-16,177973.74064307802,1,T+28,1,2023-07-05 17:34:12.604853,2022-03-16,T28-prophet,pickup
